cruise,cast,niskin,niskin_second_cast,replicate,vol_filtered,filter_size,fd_calibrated,tau_calibrated,rb,ra,blank,rb_blank,ra_blank,chl,phaeo,iode_quality_flag
ar77,10,22-23-24,NA',a,152,>10&<200,0.742489938,2.112325333,31.1,16,1.11,29.99,14.885,0.840713350160877,0.0808132622557724,1
ar77,10,22-23-24,NA',b,152,>10&<200,0.742489938,2.112325333,29.2,17,1.11,28.09,15.885,0.679305292202152,0.304131069117195,1
ar77,10,22-23-24,NA',c,152,>10&<200,0.742489938,2.112325333,29.6,15.1,1.11,28.49,13.985,0.807318579548727,0.0584892588554949,1
ar77,16,11-12-13,NA',a,152,>0&<200,0.742489938,2.112325333,76.8,41.5,1.145,75.655,40.345,1.96528225052503,0.532466568954294,1
ar77,16,11-12-13,NA',b,152,>0&<200,0.742489938,2.112325333,78.3,40.1,1.145,77.155,38.945,2.12669030848375,0.284384862531792,1
ar77,16,11-12-13,NA',c,152,>0&<200,0.742489938,2.112325333,80.8,41.7,1.145,79.655,40.545,2.17678246440198,0.333348304857884,1
ar77,16,11-12-13,NA',a,152,>10&<200,0.742489938,2.112325333,19.2,9.88,1.145,18.055,8.725,0.519288683018933,0.0208738761571013,1
ar77,16,11-12-13,NA',b,152,>10&<200,0.742489938,2.112325333,19,9.95,1.145,17.855,8.795,0.504261036243466,0.0402352053557573,1
ar77,16,11-12-13,NA',c,152,>10&<200,0.742489938,2.112325333,18.1,9.61,1.145,16.955,8.455,0.473092583672126,0.0503543433001803,1
ar77,16,21-22-23-24,NA',a,152,>0&<200,0.742489938,2.112325333,51.8,20.3,1.145,50.655,19.145,1.75378203664808,-0.568519893905939,3
ar77,16,21-22-23-24,NA',b,152,>0&<200,0.742489938,2.112325333,55.9,28.2,1.145,54.755,27.045,1.54228182277113,0.13206733630232,1
ar77,16,21-22-23-24,NA',c,152,>0&<200,0.742489938,2.112325333,52.4,26.8,1.145,51.255,25.645,1.4254001256286,0.162275384981069,1
ar77,16,21-22-23-24,NA',a,152,>10&<200,0.742489938,2.112325333,13.8,7.34,1.145,12.655,6.185,0.360106943101018,0.0228048538621649,1
ar77,16,21-22-23-24,NA',b,152,>10&<200,0.742489938,2.112325333,15.1,7.89,1.145,13.955,6.735,0.401850406366206,0.015111752493461,1
ar77,16,21-22-23-24,NA',c,152,>10&<200,0.742489938,2.112325333,12.4,6.58,1.145,11.255,5.425,0.324485854448058,0.0113745333490751,1
ar77,6,12-13-14,NA',a,152,>0&<200,0.742489938,2.112325333,31.2,16.5,1.19,30.01,15.33,0.817058720977271,0.132017729701079,1
ar77,6,12-13-14,NA',b,152,>0&<200,0.742489938,2.112325333,32.6,17.3,1.19,31.41,16.13,0.850453491589421,0.148150758211087,1
ar77,6,12-13-14,NA',c,152,>0&<200,0.742489938,2.112325333,31.7,16.8,1.19,30.51,15.63,0.828190311181321,0.139459064167839,1
ar77,6,12-13-14,NA',a,152,>10&<200,0.742489938,2.112325333,4.08,2.45,1.19,2.89,1.28,0.0896093011426026,-0.01036482254715,3
ar77,6,12-13-14,NA',b,152,>10&<200,0.742489938,2.112325333,4.73,2.77,1.19,3.54,1.6,0.107976424979285,-0.00892082673496941,3
ar77,6,12-13-14,NA',c,152,>10&<200,0.742489938,2.112325333,3.74,2.49,1.19,2.55,1.32,0.0684592797549076,0.0132615887966529,1
ar77,6,21-22-23,NA',a,152,>0&<200,0.742489938,2.112325333,16.7,8.69,1.19,15.51,7.52,0.444707028651798,0.0208542830964859,1
ar77,6,21-22-23,NA',b,152,>0&<200,0.742489938,2.112325333,18.4,8.5,1.19,17.21,7.33,0.54990055608007,-0.096102096623299,3
ar77,6,21-22-23,NA',c,152,>0&<200,0.742489938,2.112325333,20.3,11.2,1.19,19.11,10.03,0.505374195263871,0.115580586230184,1
ar77,6,21-22-23,NA',a,152,>10&<200,0.742489938,2.112325333,3.18,2.05,1.19,1.99,0.88,0.0617803256324776,-0.00729974659810394,3
ar77,6,21-22-23,NA',b,152,>10&<200,0.742489938,2.112325333,3.26,2.01,1.19,2.07,0.84,0.0684592797549076,-0.0164550906766418,3
ar77,6,21-22-23,NA',c,152,>10&<200,0.742489938,2.112325333,3.2,2,1.19,2.01,0.83,0.0656763822038951,-0.0142912906146563,3
ar77,9,13-14-15,NA',a,152,>0&<200,0.742489938,2.112325333,26.9,16.8,1.195,25.705,15.645,0.559918987263715,0.408659034318985,1
ar77,9,13-14-15,NA',b,152,>0&<200,0.742489938,2.112325333,26.5,16.8,1.195,25.305,15.645,0.537655806855616,0.430922214727085,1
ar77,9,13-14-15,NA',c,152,>0&<200,0.742489938,2.112325333,27,16.1,1.195,25.805,14.945,0.604445348079916,0.320795849270896,1
ar77,9,13-14-15,NA',a,152,>10&<200,0.742489938,2.112325333,3.43,2.3,1.195,2.235,1.145,0.0606671666120726,0.0102194958815158,1
ar77,9,13-14-15,NA',b,152,>10&<200,0.742489938,2.112325333,3.1,2.12,1.195,1.905,0.965,0.0523184739590351,0.00742443373206786,1
ar77,9,13-14-15,NA',c,152,>10&<200,0.742489938,2.112325333,3.1,2.26,1.195,1.905,1.105,0.0445263608162001,0.0238839117212805,3
ar77,9,21-22-23,NA',a,152,>0&<200,0.742489938,2.112325333,16.6,8.86,1.195,15.405,7.705,0.428566222855926,0.0484483924393573,1
ar77,9,21-22-23,NA',b,152,>0&<200,0.742489938,2.112325333,16.3,9.21,1.195,15.105,8.055,0.392388554692763,0.106294472718464,1
ar77,9,21-22-23,NA',c,152,>0&<200,0.742489938,2.112325333,15.7,8.89,1.195,14.505,7.735,0.376804328407093,0.102067579355271,1
ar77,9,21-22-23,NA',a,152,>10&<200,0.742489938,2.112325333,2.8,1.96,1.195,1.605,0.805,0.0445263608162,0.00531098705047131,1
ar77,9,21-22-23,NA',b,152,>10&<200,0.742489938,2.112325333,2.73,1.87,1.195,1.535,0.715,0.045639519836605,-0.00137404937117645,3
ar77,9,21-22-23,NA',c,152,>10&<200,0.742489938,2.112325333,2.69,1.87,1.195,1.495,0.715,0.043413201795795,0.000852268669633555,1
en712,1,16-17-18,NA',a,116,>0&<200,0.758120441,2.189332051,133,70.4,1.045,131.955,69.379,4.51697595403803,1.43924964149589,3
en712,1,16-17-18,NA',b,152,>0&<200,0.758120441,2.189332051,259,136,1.045,257.955,134.979,6.77446095559994,2.06902947762216,1
en712,1,16-17-18,NA',c,152,>0&<200,0.758120441,2.189332051,278,138,1.045,276.955,136.979,7.71095129717227,1.26357419236558,1
en712,1,16-17-18,NA',d,152,>0&<200,0.758120441,2.189332051,302,154,1.045,300.955,152.979,8.15165263438278,1.87115330568111,1
en712,1,16-17-18,NA',e,152,>0&<200,0.758120441,2.189332051,266,142,1.045,264.955,140.979,6.82954862275126,2.40704697941811,1
en712,1,16-17-18,NA',f,152,>0&<200,0.758120441,2.189332051,278,147,1.045,276.955,145.979,7.21516229281045,2.3490209501483,1
en712,1,16-17-18,NA',a,152,>10&<200,0.758120441,2.189332051,252,118,1.045,250.955,116.979,7.38042529426439,0.283749632115916,1
en712,1,16-17-18,NA',b,152,>10&<200,0.758120441,2.189332051,269,126,1.045,267.955,124.979,7.87621429862622,0.312100853017113,3
en712,1,16-17-18,NA',c,152,>10&<200,0.758120441,2.189332051,265,124,1.045,263.955,122.979,7.76603896432359,0.291241131003988,3
en712,1,16-17-18,NA',d,152,>10&<200,0.758120441,2.189332051,252,118,1.045,250.955,116.979,7.38042529426439,0.283749632115916,1
en712,1,16-17-18,NA',e,152,>10&<200,0.758120441,2.189332051,248,117,1.045,246.955,115.979,7.21516229281045,0.383495105411981,1
en712,1,16-17-18,NA',f,152,>10&<200,0.758120441,2.189332051,250,117,1.045,248.955,115.979,7.32533762711308,0.273319771109354,1
en712,15,22-23-24,NA',a,152,>0&<200,0.758120441,2.189332051,64.2,37.5,0.9755,63.2245,36.491,1.47268614978964,0.918113970219452,1
en712,15,22-23-24,NA',b,152,>0&<200,0.758120441,2.189332051,70.4,39.8,0.9755,69.4245,38.791,1.68752805167977,0.853962383092446,1
en712,15,22-23-24,NA',c,152,>0&<200,0.758120441,2.189332051,70.4,40.8,0.9755,69.4245,39.791,1.63244038452845,0.974567578401637,1
en712,15,22-23-24,NA',a,152,>10&<200,0.758120441,2.189332051,56.6,27.1,0.9755,55.6245,26.091,1.62693161781332,0.082486209353852,1
en712,15,22-23-24,NA',b,152,>10&<200,0.758120441,2.189332051,51.8,26.5,0.9755,50.8245,25.491,1.3955634157778,0.274543894494643,1
en712,15,22-23-24,NA',c,152,>10&<200,0.758120441,2.189332051,50.4,26.1,0.9755,49.4245,25.091,1.34047574862649,0.303424550382806,1
en712,5,21-23-24,NA',a,152,>0&<200,0.758120441,2.189332051,38.8,23.7,1.02,37.78,22.7155,0.829868161800964,0.658395249069295,1
en712,5,21-23-24,NA',b,152,>0&<200,0.758120441,2.189332051,39.1,23,1.02,38.08,22.0155,0.884955828952278,0.557445312207467,1
en712,5,21-23-24,NA',c,152,>0&<200,0.758120441,2.189332051,40.2,23.4,1.02,39.18,22.4155,0.923517195958197,0.545090956464698,1
en712,5,21-23-24,NA',a,152,>10&<200,0.758120441,2.189332051,23.8,13,1.02,22.78,12.0155,0.592991193050316,0.194234666530657,1
en712,5,21-23-24,NA',b,152,>10&<200,0.758120441,2.189332051,27.7,15.2,1.02,26.68,14.2155,0.686640227207549,0.244724194320754,1
en712,5,21-23-24,NA',c,152,>10&<200,0.758120441,2.189332051,29.2,16.1,1.02,28.18,15.1155,0.719692827498337,0.270637369372055,1
en712,5,13-14,NA',a,152,>0&<200,0.758120441,2.189332051,42.2,24.8,1.02,41.18,23.8155,0.956569796248985,0.603762895594938,1
en712,5,13-14,NA',b,152,>0&<200,0.758120441,2.189332051,37.5,23.2,1.02,36.48,22.2155,0.785798028079913,0.669706618711407,1
en712,5,13-14,NA',c,152,>0&<200,0.758120441,2.189332051,35.7,21.9,1.02,34.68,20.9155,0.758254194504256,0.612077665681823,1
en712,5,13-14,NA',a,152,>10&<200,0.758120441,2.189332051,27.8,14.4,1.02,26.78,13.4155,0.736219127643731,0.14273127135827,1
en712,5,13-14,NA',b,152,>10&<200,0.758120441,2.189332051,27.5,14.3,1.02,26.48,13.3155,0.725201594213468,0.147197051972745,1
en712,5,13-14,NA',c,152,>10&<200,0.758120441,2.189332051,34.9,19,1.02,33.88,18.0155,0.873938295522015,0.306392733006221,1
en712,12,21-22-23,NA',a,152,>0&<200,0.758120441,2.189332051,33.4,20.4,1,32.4,19.42,0.715037919624051,0.557312477201923,1
en712,12,21-22-23,NA',b,152,>0&<200,0.758120441,2.189332051,32.2,20.3,1,31.2,19.32,0.654441485757606,0.611357158252581,1
en712,12,21-22-23,NA',c,152,>0&<200,0.758120441,2.189332051,34.8,20.8,1,33.8,19.82,0.770125586775364,0.528431821313761,1
en712,12,21-22-23,NA',a,152,>10&<200,0.758120441,2.189332051,8.69,5.11,1,7.69,4.13,0.196112095058676,0.0744752962333563,1
en712,12,21-22-23,NA',b,152,>10&<200,0.758120441,2.189332051,8.87,5.07,1,7.87,4.09,0.208231381831965,0.0597353083337521,1
en712,12,21-22-23,NA',c,152,>10&<200,0.758120441,2.189332051,8.47,4.98,1,7.47,4,0.191154205015058,0.0709159076164503,1
en712,12,12-13-14,NA',a,152,>0&<200,0.758120441,2.189332051,39.8,22.9,1,38.8,21.92,0.929879821514174,0.506264395706493,1
en712,12,12-13-14,NA',b,152,>0&<200,0.758120441,2.189332051,39.1,23.3,1,38.1,22.32,0.869283387647729,0.593067840836089,1
en712,12,12-13-14,NA',c,152,>0&<200,0.758120441,2.189332051,40.6,23.8,1,39.6,22.82,0.924371054799042,0.570738937763714,1
en712,12,12-13-14,NA',a,152,>10&<200,0.758120441,2.189332051,11.3,6.4,1,10.3,5.42,0.268827815698411,0.0862771869172836,1
en712,12,12-13-14,NA',b,152,>10&<200,0.758120441,2.189332051,11,6.6,1,10,5.62,0.241283982122754,0.126924526124516,1
en712,12,12-13-14,NA',c,152,>10&<200,0.758120441,2.189332051,11.1,6.2,1,10.1,5.22,0.26882781569841,0.0731736812857084,1
en712,7,15-16-17,NA',a,152,>0&<200,0.758120441,2.189332051,48,27.8,0.981,47.019,26.8085,1.11334929696162,0.643077356658826,1
en712,7,15-16-17,NA',b,152,>0&<200,0.758120441,2.189332051,44.9,27.4,0.981,43.919,26.4085,0.964612595653077,0.765607046704222,1
en712,7,15-16-17,NA',c,152,>0&<200,0.758120441,2.189332051,46.7,27,0.981,45.719,26.0085,1.08580546338597,0.618207167708181,1
en712,7,15-16-17,NA',a,152,>10&<200,0.758120441,2.189332051,7.65,4.52,0.981,6.669,3.5285,0.1730028186887,0.058175779416369,1
en712,7,15-16-17,NA',b,152,>10&<200,0.758120441,2.189332051,8.03,4.81,0.981,7.049,3.8185,0.177960708732319,0.0722179725385352,1
en712,7,15-16-17,NA',c,152,>10&<200,0.758120441,2.189332051,8.09,4.74,0.981,7.109,3.7485,0.185122105461989,0.0604703488378131,1
en712,10,11-12,NA',a,152,>0&<200,0.758120441,2.189332051,30.3,17.6,1.04,29.26,16.56,0.699613372821683,0.385356893472763,1
en712,10,11-12,NA',b,152,>0&<200,0.758120441,2.189332051,24.6,17,1.04,23.56,15.96,0.418666270349984,0.626993479049736,3
en712,10,11-12,NA',c,152,>0&<200,0.758120441,2.189332051,29.3,16.9,1.04,28.26,15.86,0.683087072676289,0.356020923907643,1
en712,10,11-12,NA',a,152,>10&<200,0.758120441,2.189332051,6.26,3.66,1.04,5.22,2.62,0.143227934593415,0.0284279891802228,1
en712,10,11-12,NA',b,152,>10&<200,0.758120441,2.189332051,6.41,3.78,1.04,5.37,2.74,0.144880564607955,0.0346374625446286,1
en712,10,11-12,NA',c,152,>10&<200,0.758120441,2.189332051,7.66,4.51,1.04,6.62,3.47,0.173526151526638,0.0538196711811958,1
en712,10,22-23-24,NA',a,152,>0&<200,0.758120441,2.189332051,35.6,20.3,1.04,34.56,19.26,0.842841307415098,0.419026284905616,1
en712,10,22-23-24,NA',b,152,>0&<200,0.758120441,2.189332051,36.3,21.3,1.04,35.26,20.26,0.826315007269704,0.501070113208887,1
en712,10,22-23-24,NA',c,152,>0&<200,0.758120441,2.189332051,35.3,19.9,1.04,34.26,18.86,0.84835007413023,0.387310506927333,1
en712,10,22-23-24,NA',a,152,>10&<200,0.758120441,2.189332051,6.97,3.91,1.04,5.93,2.87,0.16856826148302,0.0194670443300878,1
en712,10,22-23-24,NA',b,152,>10&<200,0.758120441,2.189332051,6.25,3.6,1.04,5.21,2.56,0.145982317950981,0.0217425541331844,1
en712,10,22-23-24,NA',c,152,>10&<200,0.758120441,2.189332051,6.58,3.76,1.04,5.54,2.72,0.155347221366704,0.0228604552227215,1
en715,1,16-17-18,NA',a,152,>0&<200,0.758120441,2.189332051,63.6,34.5,1.0035,62.5965,33.545,1.60037936224639,0.597406119809601,1
en715,1,16-17-18,NA',b,152,>0&<200,0.758120441,2.189332051,NaN,NaN,1.0035,NaN,NaN,NaN,NaN,9
en715,1,16-17-18,NA',c,152,>0&<200,0.758120441,2.189332051,60.6,33.6,1.0035,59.5965,32.645,1.48469526122863,0.654124445485271,1
en715,1,16-17-18,NA',a,152,>10&<200,0.758120441,2.189332051,21.6,11.2,1.0035,20.5965,10.245,0.570239986516823,0.100987089460628,1
en715,1,16-17-18,NA',b,152,>10&<200,0.758120441,2.189332051,19.8,10.3,1.0035,18.7965,9.345,0.520661086080641,0.0916002145547214,1
en715,1,16-17-18,NA',c,152,>10&<200,0.758120441,2.189332051,19.6,10.5,1.0035,18.5965,9.545,0.498626019220115,0.126738787046822,1
en715,2,20-21-22,NA',a,152,>0&<200,0.758120441,2.189332051,48.3,26,1.03,47.27,25.049,1.22410305176934,0.417045511057325,1
en715,2,20-21-22,NA',b,152,>0&<200,0.758120441,2.189332051,43.2,23.3,1.03,42.17,22.349,1.09189265060619,0.372358586194209,1
en715,2,20-21-22,NA',c,152,>0&<200,0.758120441,2.189332051,40.9,22.3,1.03,39.87,21.349,1.02027868330948,0.37845502533304,1
en715,2,20-21-22,NA',a,152,>10&<200,0.758120441,2.189332051,20.9,11.4,1.03,19.87,10.449,0.518980912232525,0.165611739489133,1
en715,2,20-21-22,NA',b,152,>10&<200,0.758120441,2.189332051,16.5,10.8,1.03,15.47,9.849,0.309647777057534,0.335634357769398,3
en715,2,20-21-22,NA',c,152,>10&<200,0.758120441,2.189332051,16.6,10.1,1.03,15.57,9.149,0.353717910778585,0.245701954337833,1
en715,5,20-23-24,NA',a,152,>0&<200,0.758120441,2.189332051,173,93.1,0.9985,172.0015,92.1365,4.39957653703966,1.63697919607859,1
en715,5,20-23-24,NA',b,152,>0&<200,0.758120441,2.189332051,181,98.8,0.9985,180.0015,97.8365,4.52627817148768,1.88372747213047,1
en715,5,20-23-24,NA',c,152,>0&<200,0.758120441,2.189332051,173,94.4,0.9985,172.0015,93.4365,4.32796256974295,1.79376594998054,1
en715,5,20-23-24,NA',a,152,>10&<200,0.758120441,2.189332051,13.6,7.76,0.9985,12.6015,6.7965,0.319783907813376,0.125505972311637,1
en715,5,20-23-24,NA',b,152,>10&<200,0.758120441,2.189332051,13.8,7.82,0.9985,12.8015,6.8565,0.327496181214559,0.121724750599925,1
en715,5,20-23-24,NA',c,152,>10&<200,0.758120441,2.189332051,14.5,8.3,0.9985,13.5015,7.3365,0.339615467987848,0.141053877342417,1
en715,13,21-22-23,NA',a,152,>0&<200,0.758120441,2.189332051,28.4,16.1,0.9545,27.4455,15.1645,0.676531640285282,0.317008915464846,1
en715,13,21-22-23,NA',b,152,>0&<200,0.758120441,2.189332051,27.9,17.7,0.9545,26.9455,16.7645,0.560847539267524,0.537521061535207,1
en715,13,21-22-23,NA',c,152,>0&<200,0.758120441,2.189332051,29,16.3,0.9545,28.0455,15.3645,0.698566707145808,0.308077354235896,1
en715,13,21-22-23,NA',a,152,>10&<200,0.758120441,2.189332051,14.5,7.78,0.9545,13.5455,6.8445,0.369142457580953,0.0792922638956376,1
en715,13,21-22-23,NA',b,152,>10&<200,0.758120441,2.189332051,12.6,6.94,0.9545,11.6455,6.0045,0.31074953040056,0.0826504674234133,1
en715,13,21-22-23,NA',c,152,>10&<200,0.758120441,2.189332051,13,6.93,0.9545,12.0455,5.9945,0.333335473932599,0.0594093486097958,1
en715,13,7-8-9,NA',a,152,>0&<200,0.758120441,2.189332051,172,108,0.9545,171.0455,107.0645,3.5245640320082,3.49003736145084,1
en715,13,7-8-9,NA',b,152,>0&<200,0.758120441,2.189332051,186,109,0.9545,185.0455,108.0645,4.24070370497527,2.83941521664164,1
en715,13,7-8-9,NA',c,152,>0&<200,0.758120441,2.189332051,195,117,0.9545,194.0455,116.0645,4.29579137212659,3.30846777475334,1
en715,13,7-8-9,NA',a,152,>10&<200,0.758120441,2.189332051,154,82.3,0.9545,153.0455,81.3645,3.94873906907331,1.38206185072828,1
en715,13,7-8-9,NA',b,152,>10&<200,0.758120441,2.189332051,154,84.3,0.9545,153.0455,83.3645,3.83856373477068,1.62327224134666,1
en715,13,7-8-9,NA',c,152,>10&<200,0.758120441,2.189332051,147,79.2,0.9545,146.0455,78.2645,3.73389716718319,1.39379941532899,1
en715,14,7-9-10,NA',a,152,>0&<200,0.758120441,2.189332051,52,40.3,1.045,50.955,39.3475,0.639430096458873,1.9385208427332,3
en715,14,7-9-10,NA',b,152,>0&<200,0.758120441,2.189332051,58.4,37.1,1.045,57.355,36.1475,1.16827170111148,1.20002314797538,1
en715,14,7-9-10,NA',c,152,>0&<200,0.758120441,2.189332051,60.8,38.8,1.045,59.755,37.8475,1.2068330681174,1.27284157883785,1
en715,14,7-9-10,NA',a,152,>10&<200,0.758120441,2.189332051,33.6,19.5,1.045,32.555,18.5475,0.771640497622025,0.443545855886201,1
en715,14,7-9-10,NA',b,152,>10&<200,0.758120441,2.189332051,30.3,19.3,1.045,29.255,18.3475,0.600868729452953,0.601214118423698,3
en715,14,7-9-10,NA',c,152,>10&<200,0.758120441,2.189332051,33.4,19.1,1.045,32.355,18.1475,0.782658031052288,0.406321311192788,1
en715,14,20-21-22-23,NA',a,152,>0&<200,0.758120441,2.189332051,22.9,12.8,1.045,21.855,11.8475,0.551289829016771,0.224929085833679,1
en715,14,20-21-22-23,NA',b,152,>0&<200,0.758120441,2.189332051,24.8,13.8,1.045,23.755,12.8475,0.600868729452953,0.240867713555373,1
en715,14,20-21-22-23,NA',c,152,>0&<200,0.758120441,2.189332051,24.2,13.8,1.045,23.155,12.8475,0.567816129162165,0.273920313846162,1
en715,14,20-21-22-23,NA',a,152,>10&<200,0.758120441,2.189332051,11.4,6.09,1.045,10.355,5.1375,0.287419903361979,0.0491763975491151,1
en715,14,20-21-22-23,NA',b,152,>10&<200,0.758120441,2.189332051,10.9,5.88,1.045,9.855,4.9275,0.271444479888098,0.0513931401098419,1
en715,14,20-21-22-23,NA',c,152,>10&<200,0.758120441,2.189332051,10.6,5.72,1.045,9.555,4.7675,0.263732206486914,0.0486226090057654,1
en715,10,22-23-24,NA',a,152,>0&<200,0.758120441,2.189332051,40.6,23,0.9905,39.6095,21.995,0.970341713036814,0.470716318795694,1
en715,10,22-23-24,NA',b,152,>0&<200,0.758120441,2.189332051,38.9,22.4,0.9905,37.9095,21.395,0.909745279170369,0.492002235767413,1
en715,10,22-23-24,NA',c,152,>0&<200,0.758120441,2.189332051,39.2,22.9,0.9905,38.2095,21.895,0.898727745740106,0.535778533276614,1
en715,10,22-23-24,NA',a,152,>10&<200,0.758120441,2.189332051,13.8,7.51,0.9905,12.8095,6.505,0.347300197555457,0.0788913231115342,1
en715,10,22-23-24,NA',b,152,>10&<200,0.758120441,2.189332051,14.8,7.77,0.9905,13.8095,6.765,0.388065071247429,0.0551610067406102,1
en715,10,22-23-24,NA',c,152,>10&<200,0.758120441,2.189332051,16,8.45,0.9905,15.0095,7.445,0.416710658166112,0.0710673389692835,1
en715,10,12-13-14,NA',a,152,>0&<200,0.758120441,2.189332051,63.2,36.7,0.9905,62.2095,35.695,1.4606219506835,0.87802621691192,1
en715,10,12-13-14,NA',b,152,>0&<200,0.758120441,2.189332051,61.2,36,0.9905,60.2095,34.995,1.3890079833868,0.903777914498113,1
en715,10,12-13-14,NA',c,152,>0&<200,0.758120441,2.189332051,64.1,39.8,0.9905,63.1095,38.795,1.33942908295062,1.20232342193423,1
en715,10,12-13-14,NA',a,152,>10&<200,0.758120441,2.189332051,32,17.2,0.9905,31.0095,16.195,0.816096245013135,0.244960123503685,1
en715,10,12-13-14,NA',b,152,>10&<200,0.758120441,2.189332051,34.5,18.4,0.9905,33.5095,17.395,0.887710212309843,0.251967189996429,1
en715,10,12-13-14,NA',c,152,>10&<200,0.758120441,2.189332051,31.9,17,0.9905,30.9095,15.995,0.821605011728267,0.226347851156979,1
en720,2,17-18-19,NA',a,152,>0&<200,0.806034638,2.056741263,40.5,24,0.953,39.547,23.006,1.02431639654608,0.481188402689941,1
en720,2,17-18-19,NA',b,152,>0&<200,0.806034638,2.056741263,38.8,23.1,0.953,37.847,22.106,0.974775672452202,0.471833433516307,1
en720,2,17-18-19,NA',c,152,>0&<200,0.806034638,2.056741263,38.3,23.4,0.953,37.347,22.406,0.925234948358322,0.541006055366025,1
en720,2,17-18-19,NA',a,152,>10&<200,0.806034638,2.056741263,12.1,6.71,0.953,11.147,5.716,0.336319590692327,0.0377335012155718,1
en720,2,17-18-19,NA',b,152,>10&<200,0.806034638,2.056741263,12.5,6.9,0.953,11.547,5.906,0.34932403076697,0.0371625963862923,1
en720,2,17-18-19,NA',c,152,>10&<200,0.806034638,2.056741263,12.2,6.78,0.953,11.247,5.786,0.338177367845847,0.0404565002050802,1
en720,3,21-22-23,NA',a,152,>0&<200,0.806034638,2.056741263,16.2,9.61,0.89,15.31,8.7,0.409330232825682,0.159994802093617,1
en720,3,21-22-23,NA',b,152,>0&<200,0.806034638,2.056741263,16.1,8.84,0.89,15.21,7.93,0.450820589254306,0.0681159080916757,3
en720,3,21-22-23,NA',c,152,>0&<200,0.806034638,2.056741263,17.3,9.66,0.89,16.41,8.75,0.474352433198899,0.0982445846797065,3
en720,3,21-22-23,NA',a,152,>10&<200,0.806034638,2.056741263,4.64,2.65,0.89,3.75,1.74,0.124471069285873,-0.0106060623020132,3
en720,3,21-22-23,NA',b,152,>10&<200,0.806034638,2.056741263,5.53,3.13,0.89,4.64,2.22,0.149860690383986,-0.00458464699078598,3
en720,3,21-22-23,NA',c,152,>10&<200,0.806034638,2.056741263,5.42,3.14,0.89,4.53,2.23,0.142429581769904,0.00350085821515734,1
en720,3,13-14-15,NA',a,152,>0&<200,0.806034638,2.056741263,128,74.2,0.89,127.11,73.29,3.33285221341576,1.46322040833544,1
en720,3,13-14-15,NA',b,152,>0&<200,0.806034638,2.056741263,123,69.5,0.89,122.11,68.59,3.31427444188056,1.17423178169585,1
en720,3,13-14-15,NA',c,152,>0&<200,0.806034638,2.056741263,145,80.4,0.89,144.11,79.49,4.00165198868314,1.20014652002204,1
en720,3,13-14-15,NA',a,152,>10&<200,0.806034638,2.056741263,19,11,0.89,18.11,10.09,0.496645759041145,0.16364040214687,1
en720,3,13-14-15,NA',b,152,>10&<200,0.806034638,2.056741263,19.3,11.5,0.89,18.41,10.59,0.484260578017675,0.208745412763403,1
en720,3,13-14-15,NA',c,152,>10&<200,0.806034638,2.056741263,19.2,11.1,0.89,18.31,10.19,0.50283834955288,0.163991777553748,1
en720,6,8-7-9,NA',a,152,>0&<200,0.806034638,2.056741263,165,98,0.975,164.025,97.004,4.1503360868699,2.1975726128211,1
en720,6,8-7-9,NA',b,152,>0&<200,0.806034638,2.056741263,162,99.4,0.975,161.025,98.404,3.87786210435356,2.56166211819802,1
en720,6,8-7-9,NA',c,152,>0&<200,0.806034638,2.056741263,157,99.2,0.975,156.025,98.204,3.58061775979028,2.84581853092407,1
en720,6,8-7-9,NA',a,152,>10&<200,0.806034638,2.056741263,10.6,6.51,0.975,9.625,5.514,0.254577395937425,0.106256884814876,1
en720,6,8-7-9,NA',b,152,>10&<200,0.806034638,2.056741263,10.7,6.62,0.975,9.725,5.624,0.253958136886251,0.114074506376523,1
en720,6,8-7-9,NA',c,152,>10&<200,0.806034638,2.056741263,11,7.1,0.975,10.025,6.104,0.242811473965128,0.156632205706987,1
en720,6,21-22-23,NA',a,152,>0&<200,0.806034638,2.056741263,12.7,7.69,0.975,11.725,6.694,0.311549228645387,0.126503849946543,1
en720,6,21-22-23,NA',b,152,>0&<200,0.806034638,2.056741263,12.4,7.74,0.975,11.425,6.744,0.289875161854314,0.151449899696922,1
en720,6,21-22-23,NA',c,152,>0&<200,0.806034638,2.056741263,12.3,7.68,0.975,11.325,6.684,0.28739812564962,0.150000556350448,1
en720,6,21-22-23,NA',a,152,>10&<200,0.806034638,2.056741263,2.17,1.81,0.975,1.195,0.814,0.0235937698497102,0.0296741127277966,3
en720,6,21-22-23,NA',b,152,>10&<200,0.806034638,2.056741263,2.3,1.77,0.975,1.325,0.774,0.0341211737196597,0.0165291224904021,1
en720,6,21-22-23,NA',c,152,>10&<200,0.806034638,2.056741263,2.24,1.75,0.975,1.265,0.754,0.0316441375149657,0.0176973655113735,1
en720,14,10-11-12,NA',a,152,>0&<200,0.806034638,2.056741263,112,67.3,0.918,111.082,66.389,2.76765447740971,1.57681905629803,1
en720,14,10-11-12,NA',b,152,>0&<200,0.806034638,2.056741263,106,63.2,0.918,105.082,62.289,2.64999525768675,1.42617567335788,1
en720,14,10-11-12,NA',c,152,>0&<200,0.806034638,2.056741263,110,65.4,0.918,109.082,64.489,2.76146188689798,1.45867629435613,1
en720,14,10-11-12,NA',a,152,>10&<200,0.806034638,2.056741263,2.56,1.75,0.918,1.642,0.839,0.0497265018092319,0.00517737224792817,1
