cruise,cast,niskin,replicate_chl,vol_filtered,filter_size,Fs,r,fo,fa,blank,fo_blank,fa_blank,chl,phaeo
en687,7',21-22',b,152,>0&<200,0.776503022,2.22867365,7.1,4.57,1.045,6.055,3.535,0.140107468856146,0.101375612676159
en687,7',21-22',c,152,>0&<200,0.776503022,2.22867365,7.53,4.92,1.045,6.485,3.885,0.144555325010309,0.120836972515293
en687,7',21-22',a,152,>10&<200,0.776503022,2.22867365,2.18,1.64,1.045,1.135,0.605,0.0294670470213322,0.0118617406242248
en687,7',21-22',b,152,>10&<200,0.776503022,2.22867365,2.13,1.57,1.045,1.085,0.535,0.0305790110598731,0.00596793338702453
en687,7',21-22',c,152,>10&<200,0.776503022,2.22867365,2,1.54,1.045,0.955,0.505,0.0250191908671689,0.00947839220887464
en687,10',22-23',a,152,>0&<200,0.776503022,2.22867365,6.41,4.15,1.05,5.36,3.125,0.124261981306939,0.0892131614903602
en687,10',22-23',b,152,>0&<200,0.776503022,2.22867365,6.62,4,1.05,5.57,2.975,0.144277334000674,0.0589510019423548
en687,10',22-23',c,152,>0&<200,0.776503022,2.22867365,6.3,4.14,1.05,5.25,3.115,0.118702161114235,0.094089861226113
en687,10',22-23',a,152,>10&<200,0.776503022,2.22867365,2.11,1.6,1.05,1.06,0.575,0.0269651279346153,0.0123142983400877
en687,10',22-23',b,152,>10&<200,0.776503022,2.22867365,2.09,1.63,1.05,1.04,0.605,0.0241852178382632,0.0171435698072938
en687,10',22-23',c,152,>10&<200,0.776503022,2.22867365,2,1.54,1.05,0.95,0.515,0.0241852178382632,0.0109954856947316
en687,10',16-17',a,152,>0&<200,0.776503022,2.22867365,28,18.4,1.05,26.95,17.375,0.532352783451427,0.654569010501555
en687,10',16-17',b,152,>0&<200,0.776503022,2.22867365,29.1,18.7,1.05,28.05,17.675,0.57683134499306,0.630584062668463
en687,10',16-17',c,152,>0&<200,0.776503022,2.22867365,28.7,18.6,1.05,27.65,17.575,0.560151884414947,0.640432318677063
en687,10',16-17',a,152,>10&<200,0.776503022,2.22867365,4.51,3.08,1.05,3.46,2.055,0.0781154737074939,0.0622657801960099
en687,10',16-17',b,152,>10&<200,0.776503022,2.22867365,4.34,3.04,1.05,3.29,2.015,0.0708877074569785,0.0667610646187199
en687,10',16-17',c,152,>10&<200,0.776503022,2.22867365,4.37,2.95,1.05,3.32,1.925,0.0775594916882235,0.0539411962749127
