"cruise","cast","niskin","replicate","vol_filtered","filter_size","tau_calibration","fd_calibration","rb","ra","blank","rb_blank","ra_blank","chl","phaeo","quality_flag","date","latitude","longitude","depth"
"AR28B",37,14,"a",535,">0",1.8682,0.5122,198.5,119.9,0.892666666666667,197.607333333333,119.007333333333,0.809621306344419,0.254651310181687,1,2018-04-12 12:22:38,40.1366666666667,-70.775,5.46069614363349
"AR28B",37,14,"a",540,"<10",1.8682,0.5122,209.4,126.8,0.778,208.622,126.022,0.842945413925789,0.273623555193469,3,2018-04-12 12:22:38,40.1366666666667,-70.775,5.46069614363349
"AR28B",37,14,"b",540,"<10",1.8682,0.5122,193.3,114.9,0.778,192.522,114.122,0.800083782709224,0.211049859780406,3,2018-04-12 12:22:38,40.1366666666667,-70.775,5.46069614363349
"AR28B",37,15,"a",547,">0",1.8682,0.5122,186.8,113.2,0.892666666666667,185.907333333333,112.307333333333,0.741487190333064,0.240834503453895,1,2018-04-12 12:22:46,40.1366666666667,-70.775,5.35253548729366
"EN617",1,1,"a",290,">0",1.8682,0.5122,229.6,147.4,0.6432,228.9568,146.7568,1.56202141743917,0.859192612489655,1,2018-07-20 17:30:51,41.20191,-70.88546,17.739
"EN617",1,1,"b",290,">0",1.8682,0.5122,236.8,149.1,0.6432,236.1568,148.4568,1.66653623247464,0.782724633109359,1,2018-07-20 17:30:51,41.20191,-70.88546,17.739
"EN617",1,5,"a",200,">5",1.8682,0.5122,85.6,51.22,0.533833333333333,85.0661666666667,50.6861666666667,0.947303280787837,0.26522645474833,1,2018-07-20 17:33:46,41.20244,-70.88544,12.177
"EN617",1,5,"b",200,">5",1.8682,0.5122,91.97,56.9,0.533833333333333,91.4361666666667,56.3661666666667,0.966315475777471,0.382092929438696,1,2018-07-20 17:33:46,41.20244,-70.88544,12.177
"EN617",1,5,"a",200,">20",1.8682,0.5122,27.4,16.6,0.508,26.892,16.092,0.297582182446441,0.0873754852455592,1,2018-07-20 17:33:46,41.20244,-70.88544,12.177
"EN617",1,5,"b",200,">20",1.8682,0.5122,22.08,13.61,0.533833333333333,21.5461666666667,13.0761666666667,0.233381581974199,0.0794304129519672,2,2018-07-20 17:33:46,41.20244,-70.88544,12.177
"EN617",1,5,"a",285,">0",1.8682,0.5122,290.8,181.7,0.6432,290.1568,181.0568,2.10956569882435,0.92993975219095,1,2018-07-20 17:33:46,41.20244,-70.88544,12.177
"EN617",1,5,"b",285,">0",1.8682,0.5122,308.4,192.9,0.6432,307.7568,192.2568,2.23331657391578,0.994209769169689,1,2018-07-20 17:33:46,41.20244,-70.88544,12.177
"EN617",1,5,"a",286,"<10",1.8682,0.5122,253.3,159.6,0.6432,252.6568,158.9568,1.80545522502147,0.853714296374898,1,2018-07-20 17:33:46,41.20244,-70.88544,12.177
"EN617",1,5,"b",285,"<10",1.8682,0.5122,242,154.3,0.6432,241.3568,153.6568,1.69577371023735,0.88375205839198,1,2018-07-20 17:33:46,41.20244,-70.88544,12.177
"EN617",1,8,"a",200,">5",1.8682,0.5122,60.3,36.63,0.533833333333333,59.7661666666667,36.0961666666667,0.652200949861783,0.211302414084384,1,2018-07-20 17:36:20,41.20284,-70.88546,7.261
"EN617",1,8,"b",200,">5",1.8682,0.5122,48.28,29.55,0.533833333333333,47.7461666666667,29.0161666666667,0.516084655298318,0.178048817567848,1,2018-07-20 17:36:20,41.20284,-70.88546,7.261
"EN617",1,8,"a",200,">20",1.8682,0.5122,13.31,8.099,0.533833333333333,12.7761666666667,7.56516666666667,0.143583403030408,0.037392791084759,1,2018-07-20 17:36:20,41.20284,-70.88546,7.261
"EN617",1,8,"b",200,">20",1.8682,0.5122,14.29,8.735,0.533833333333333,13.7561666666667,8.20116666666667,0.153061946619443,0.0431288309317241,1,2018-07-20 17:36:20,41.20284,-70.88546,7.261
"EN617",1,8,"a",287,">0",1.8682,0.5122,195.5,121.9,0.6432,194.8568,121.2568,1.41321774603549,0.608205019049387,1,2018-07-20 17:36:20,41.20284,-70.88546,7.261
"EN617",1,8,"b",288,">0",1.8682,0.5122,212.9,132.6,0.6432,212.2568,131.9568,1.5365129404867,0.655646982149963,1,2018-07-20 17:36:20,41.20284,-70.88546,7.261
"EN617",1,8,"a",287,"<10",1.8682,0.5122,155.9,98.22,0.6432,155.2568,97.5768,1.10753260314303,0.519130518959268,1,2018-07-20 17:36:20,41.20284,-70.88546,7.261
"EN617",1,8,"b",286,"<10",1.8682,0.5122,148.9,94.08,0.6432,148.2568,93.4368,1.05629728319826,0.506795901470834,1,2018-07-20 17:36:20,41.20284,-70.88546,7.261
"EN617",1,12,"a",200,">5",1.8682,0.5122,31.14,18.91,0.533833333333333,30.6061666666667,18.3761666666667,0.336984267714812,0.102615922511355,1,2018-07-20 17:38:51,41.20326,-70.88546,1.796
"EN617",1,12,"b",200,">5",1.8682,0.5122,34.13,21.04,0.533833333333333,33.5961666666667,20.5061666666667,0.360680626687399,0.129874064668767,1,2018-07-20 17:38:51,41.20326,-70.88546,1.796
"EN617",1,12,"a",200,">20",1.8682,0.5122,10.91,6.308,0.508,10.402,5.8,0.126803074409122,0.0119462713908777,2,2018-07-20 17:38:51,41.20326,-70.88546,1.796
"EN617",1,12,"b",200,">20",1.8682,0.5122,11.13,6.864,0.508,10.622,6.356,0.117544962066344,0.0345051830896558,2,2018-07-20 17:38:51,41.20326,-70.88546,1.796
"EN617",1,12,"a",290,">0",1.8682,0.5122,147.4,80.56,0.6432,146.7568,79.9168,1.27014004308558,0.0483384014363559,3,2018-07-20 17:38:51,41.20326,-70.88546,1.796
"EN617",1,12,"b",290,">0",1.8682,0.5122,124.1,77.78,0.6432,123.4568,77.1368,0.880204769535066,0.392408849621348,1,2018-07-20 17:38:51,41.20326,-70.88546,1.796
"EN617",1,12,"a",290,"<10",1.8682,0.5122,92.12,58.06,0.6432,91.4768,57.4168,0.647231745474188,0.300038580082226,1,2018-07-20 17:38:51,41.20326,-70.88546,1.796
"EN617",1,12,"b",290,"<10",1.8682,0.5122,101.9,64.41,0.6432,101.2568,63.7668,0.712410984669034,0.339622521128759,1,2018-07-20 17:38:51,41.20326,-70.88546,1.796
"EN617",2,1,"a",290,">0",1.8682,0.5122,90.16,60.75,0.6432,89.5168,60.1068,0.55886922003511,0.432781098410959,1,2018-07-20 23:01:46,41.03118,-70.88,42.067
"EN617",2,1,"b",290,">0",1.8682,0.5122,87.81,61.52,0.6432,87.1668,60.8768,0.499580815869536,0.504773069314464,1,2018-07-20 23:01:46,41.03118,-70.88,42.067
"EN617",2,3,"a",286,">0",1.8682,0.5122,313.9,199.4,0.6432,313.2568,198.7568,2.20623930912442,1.11873970863558,1,2018-07-20 23:04:29,41.03152,-70.8796,24.137
"EN617",2,3,"b",287,">0",1.8682,0.5122,330.5,208.8,0.6432,329.8568,208.1568,2.33680162625706,1.13329567325291,1,2018-07-20 23:04:29,41.03152,-70.8796,24.137
"EN617",2,11,"a",200,">5",1.8682,0.5122,48.87,32.05,0.533833333333333,48.3361666666667,31.5161666666667,0.46345669525455,0.290482530111617,1,2018-07-20 23:07:16,41.03182,-70.87922,20.104
"EN617",2,11,"b",200,">5",1.8682,0.5122,51.23,33.82,0.533833333333333,50.6961666666667,33.2861666666667,0.479713499665975,0.316568198470191,1,2018-07-20 23:07:16,41.03182,-70.87922,20.104
"EN617",2,11,"a",200,">20",1.8682,0.5122,10.08,6.923,0.533833333333333,9.54616666666667,6.38916666666667,0.0869876805540198,0.0658558875851469,1,2018-07-20 23:07:16,41.03182,-70.87922,20.104
"EN617",2,11,"b",200,">20",1.8682,0.5122,11.97,8.541,0.533833333333333,11.4361666666667,8.00716666666667,0.094482342926745,0.0970675082304217,1,2018-07-20 23:07:16,41.03182,-70.87922,20.104
"EN617",2,11,"a",285,">0",1.8682,0.5122,288.9,181.9,0.6432,288.2568,181.2568,2.06895994293497,0.973903024010153,1,2018-07-20 23:07:16,41.03182,-70.87922,20.104
"EN617",2,11,"b",285,">0",1.8682,0.5122,310.3,197.5,0.643166666666667,309.656833333333,196.856833333333,2.18110917348658,1.12364059557084,1,2018-07-20 23:07:16,41.03182,-70.87922,20.104
"EN617",2,11,"a",285,"<10",1.8682,0.5122,270.2,170.1,0.6432,269.5568,169.4568,1.93554103072701,0.90922849635846,1,2018-07-20 23:07:16,41.03182,-70.87922,20.104
"EN617",2,11,"b",286,"<10",1.8682,0.5122,267.3,170.6,0.643166666666667,266.656833333333,169.956833333333,1.86326062176708,0.979927157258673,1,2018-07-20 23:07:16,41.03182,-70.87922,20.104
"EN617",2,12,"a",200,">5",1.8682,0.5122,20.56,12.86,0.533833333333333,20.0261666666667,12.3261666666667,0.212165074521999,0.0827051946541671,1,2018-07-20 23:09:22,41.03199,-70.87896,9.997
"EN617",2,12,"b",200,">5",1.8682,0.5122,17.18,10.75,0.533833333333333,16.6461666666667,10.2161666666667,0.177171614178761,0.067222599887406,1,2018-07-20 23:09:22,41.03199,-70.87896,9.997
"EN617",2,12,"a",200,">20",1.8682,0.5122,5.191,3.174,0.533833333333333,4.65716666666667,2.64016666666667,0.055576227962451,0.00758263372771561,2,2018-07-20 23:09:22,41.03199,-70.87896,9.997
"EN617",2,12,"b",200,">20",1.8682,0.5122,4.896,3.166,0.533833333333333,4.36216666666667,2.63216666666667,0.0476682570029947,0.015299226279172,1,2018-07-20 23:09:22,41.03199,-70.87896,9.997
"EN617",2,12,"a",290,">0",1.8682,0.5122,152.5,94.75,0.643166666666667,151.856833333333,94.1068333333333,1.09740555787241,0.45518202361506,1,2018-07-20 23:09:22,41.03199,-70.87896,9.997
"EN617",2,12,"b",290,">0",1.8682,0.5122,143.1,88.11,0.6432,142.4568,87.4668,1.04495812341825,0.398081267689889,1,2018-07-20 23:09:22,41.03199,-70.87896,9.997
"EN617",2,12,"a",290,"<10",1.8682,0.5122,128,79.51,0.6432,127.3568,78.8668,0.921440614739969,0.379714784230238,1,2018-07-20 23:09:22,41.03199,-70.87896,9.997
"EN617",2,12,"b",290,"<10",1.8682,0.5122,121.8,74.58,0.6432,121.1568,73.9368,0.897307193813597,0.32251238175661,1,2018-07-20 23:09:22,41.03199,-70.87896,9.997
"EN617",2,16,"a",200,">5",1.8682,0.5122,7.4449,4.429,0.533833333333333,6.91106666666667,3.89516666666667,0.0830998244481686,0.010081524996998,1,2018-07-20 23:12:37,41.03232,-70.87858,3.22
"EN617",2,16,"b",200,">5",1.8682,0.5122,6.915,4.248,0.533833333333333,6.38116666666667,3.71416666666667,0.0734862667208016,0.015365146243365,1,2018-07-20 23:12:37,41.03232,-70.87858,3.22
"EN617",2,16,"a",200,">20",1.8682,0.5122,1.929,1.576,0.533833333333333,1.39516666666667,1.04216666666667,0.00972652874107349,0.0152044959510932,1,2018-07-20 23:12:37,41.03232,-70.87858,3.22
"EN617",2,16,"b",200,">20",1.8682,0.5122,1.608,1.357,0.533833333333333,1.07416666666667,0.823166666666667,0.00691603035130154,0.0127760104218651,1,2018-07-20 23:12:37,41.03232,-70.87858,3.22
"EN617",2,16,"a",290,">0",1.8682,0.5122,58.5,35.6,0.6432,57.8568,34.9568,0.435161684420402,0.141560447715322,1,2018-07-20 23:12:37,41.03232,-70.87858,3.22
"EN617",2,16,"b",290,">0",1.8682,0.5122,75.32,36.53,0.6432,74.6768,35.8868,0.73711448640469,-0.145049085351724,3,2018-07-20 23:12:37,41.03232,-70.87858,3.22
"EN617",2,16,"a",290,"<10",1.8682,0.5122,56.23,34.4,0.643166666666667,55.5868333333333,33.7568333333333,0.414828802222593,0.142096113506258,1,2018-07-20 23:12:37,41.03232,-70.87858,3.22
"EN617",2,16,"b",290,"<10",1.8682,0.5122,57.7,35.07,0.6742,57.0258,34.3958,0.430030957136843,0.137435719232675,1,2018-07-20 23:12:37,41.03232,-70.87858,3.22
"EN617",5,2,"a",290,">0",1.8682,0.5122,45.29,31.83,0.6432,44.6468,31.1868,0.255776256432254,0.25874789310347,1,2018-07-21 06:47:55,40.86422,-70.8848,51.624
"EN617",5,2,"b",290,">0",1.8682,0.5122,43.4,30.78,0.631333333333333,42.7686666666667,30.1486666666667,0.239813993772291,0.257582888123341,1,2018-07-21 06:47:55,40.86422,-70.8848,51.624
"EN617",5,4,"a",290,">0",1.8682,0.5122,164.4,103.3,0.6432,163.7568,102.6568,1.16106458157583,0.532581535180581,1,2018-07-21 06:51:04,40.86436,-70.88554,30.186
"EN617",5,4,"b",290,">0",1.8682,0.5122,176.5,111.8,0.6432,175.8568,111.1568,1.22947427868996,0.604406016342319,1,2018-07-21 06:51:04,40.86436,-70.88554,30.186
"EN617",5,6,"a",200,">5",1.8682,0.5122,27.21,18.06,0.533833333333333,26.6761666666667,17.5261666666667,0.252118237906012,0.167147996470154,1,2018-07-21 06:53:47,40.86447,-70.8862,25.187
"EN617",5,6,"b",200,">5",1.8682,0.5122,44.35,29.09,0.533833333333333,43.8161666666667,28.5561666666667,0.420472602234508,0.262656612171659,1,2018-07-21 06:53:47,40.86447,-70.8862,25.187
"EN617",5,6,"a",200,">20",1.8682,0.5122,14.54,9.808,0.533833333333333,14.0061666666667,9.27416666666667,0.130385082160792,0.0914743243633742,1,2018-07-21 06:53:47,40.86447,-70.8862,25.187
"EN617",5,6,"b",200,">20",1.8682,0.5122,20.11,14.05,0.533833333333333,19.5761666666667,13.5161666666667,0.166976669039392,0.156361138326775,1,2018-07-21 06:53:47,40.86447,-70.8862,25.187
"EN617",5,6,"a",286,">0",1.8682,0.5122,296,192.8,0.6432,295.3568,192.1568,1.98850564804926,1.22606274971074,1,2018-07-21 06:53:47,40.86447,-70.8862,25.187
"EN617",5,6,"b",285,">0",1.8682,0.5122,304,194.6,0.6432,303.3568,193.9568,2.11536652109426,1.14069870739472,1,2018-07-21 06:53:47,40.86447,-70.8862,25.187
"EN617",5,10,"a",200,">5",1.8682,0.5122,12.68,8.025,0.533833333333333,12.1461666666667,7.49116666666667,0.128263431415572,0.0509425124255943,1,2018-07-21 06:57:26,40.8647,-70.88704,14.252
"EN617",5,10,"b",200,">5",1.8682,0.5122,10.18,6.546,0.533833333333333,9.64616666666667,6.01216666666667,0.100130893612071,0.0436939670500958,1,2018-07-21 06:57:26,40.8647,-70.88704,14.252
"EN617",5,10,"a",200,">20",1.8682,0.5122,6.696,4.335,0.533833333333333,6.16216666666667,3.80116666666667,0.0650547715514858,0.0258778815996808,2,2018-07-21 06:57:26,40.8647,-70.88704,14.252
"EN617",5,10,"b",200,">20",1.8682,0.5122,14.99,9.458,0.533833333333333,14.4561666666667,8.92416666666667,0.152428206786455,0.0610583943877119,2,2018-07-21 06:57:26,40.8647,-70.88704,14.252
"EN617",5,10,"a",290,">0",1.8682,0.5122,82.97,51.64,0.6432,82.3268,50.9968,0.59535439182931,0.245997883782276,1,2018-07-21 06:57:26,40.8647,-70.88704,14.252
"EN617",5,10,"b",290,">0",1.8682,0.5122,80.49,51.24,0.6432,79.8468,50.5968,0.55582878905226,0.27892423111105,1,2018-07-21 06:57:26,40.8647,-70.88704,14.252
"EN617",5,12,"a",287,">0",1.8682,0.5122,55.67,34.35,0.6432,55.0268,33.7068,0.409372314476585,0.152540030712822,1,2018-07-21 07:00:13,40.86487,-70.88765,10.082
"EN617",5,12,"b",286,">0",1.8682,0.5122,50.81,30.67,0.6432,50.1668,30.0268,0.388066896818915,0.114247891759267,1,2018-07-21 07:00:13,40.86487,-70.88765,10.082
"EN617",5,16,"a",200,">5",1.8682,0.5122,6.731,4.388,0.533833333333333,6.19716666666667,3.85416666666667,0.0645588012474084,0.0276417338567582,1,2018-07-21 07:03:24,40.865,-70.88841,1.636
"EN617",5,16,"b",200,">5",1.8682,0.5122,6.774,4.239,0.533833333333333,6.24016666666667,3.70516666666667,0.0698491511575674,0.0187869610975993,1,2018-07-21 07:03:24,40.865,-70.88841,1.636
"EN617",5,16,"a",200,">20",1.8682,0.5122,2.272,1.516,0.533833333333333,1.73816666666667,0.982166666666667,0.0208307527712508,0.00266493386091581,1,2018-07-21 07:03:24,40.865,-70.88841,1.636
"EN617",5,16,"b",200,">20",1.8682,0.5122,2.447,1.694,0.533833333333333,1.91316666666667,1.16016666666667,0.0207480910539046,0.00700576515626203,1,2018-07-21 07:03:24,40.865,-70.88841,1.636
"EN617",5,16,"a",290,">0",1.8682,0.5122,42.55,25.9,0.6432,41.9068,25.2568,0.316394849152825,0.100295338362209,1,2018-07-21 07:03:24,40.865,-70.88841,1.636
"EN617",5,16,"b",290,">0",1.8682,0.5122,42.45,25.94,0.6432,41.8068,25.2968,0.313734472042831,0.103615641017031,1,2018-07-21 07:03:24,40.865,-70.88841,1.636
"EN617",5,16,"a",290,"<10",1.8682,0.5122,35.54,21.93,0.6432,34.8968,21.2868,0.258626660478676,0.092565916712221,1,2018-07-21 07:03:24,40.865,-70.88841,1.636
"EN617",5,16,"b",290,"<10",1.8682,0.5122,34.18,20.62,0.6432,33.5368,19.9768,0.257676525796535,0.0719034898012581,1,2018-07-21 07:03:24,40.865,-70.88841,1.636
"EN617",8,2,"a",290,">0",1.8682,0.5122,32.72,23.89,0.6432,32.0768,23.2468,0.167793784866033,0.215735144021416,1,2018-07-21 14:57:28,40.6996,-70.8799,59.722
"EN617",8,2,"b",290,">0",1.8682,0.5122,32.27,24.28,0.6742,31.5958,23.6058,0.15183152220607,0.237620238446205,1,2018-07-21 14:57:28,40.6996,-70.8799,59.722
"EN617",8,4,"a",200,">5",1.8682,0.5122,44.71,29.72,0.533833333333333,44.1761666666667,29.1861666666667,0.413033047673347,0.285167216362819,1,2018-07-21 15:02:02,40.70028,-70.87915,44.212
"EN617",8,4,"b",200,">5",1.8682,0.5122,38.38,25.35,0.533833333333333,37.8461666666667,24.8161666666667,0.359027392340475,0.234632416325692,1,2018-07-21 15:02:02,40.70028,-70.87915,44.212
"EN617",8,4,"a",200,">20",1.8682,0.5122,14.63,10.24,0.533833333333333,14.0961666666667,9.70616666666667,0.120961646383322,0.111232194172845,1,2018-07-21 15:02:02,40.70028,-70.87915,44.212
"EN617",8,4,"b",200,">20",1.8682,0.5122,17.51,11.59,0.533833333333333,16.9761666666667,11.0561666666667,0.163119122229901,0.101369824676266,3,2018-07-21 15:02:02,40.70028,-70.87915,44.212
"EN617",8,4,"a",287,">0",1.8682,0.5122,156.5,100.7,0.6432,155.8568,100.0568,1.0714341063693,0.596572086450771,1,2018-07-21 15:02:02,40.70028,-70.87915,44.212
"EN617",8,4,"b",287,">0",1.8682,0.5122,157.6,101.5,0.6432,156.9568,100.8568,1.07719450479064,0.604148162454518,1,2018-07-21 15:02:02,40.70028,-70.87915,44.212
"EN617",8,4,"a",288,"<10",1.8682,0.5122,117.6,71.42,0.6432,116.9568,70.7768,0.883638450705802,0.29215593361142,1,2018-07-21 15:02:02,40.70028,-70.87915,44.212
"EN617",8,4,"b",286,"<10",1.8682,0.5122,124.2,79.73,0.6432,123.5568,79.0868,0.856868664425876,0.466165066152306,1,2018-07-21 15:02:02,40.70028,-70.87915,44.212
"EN617",8,7,"a",200,">5",1.8682,0.5122,63.1,43.47,0.533833333333333,62.5661666666667,42.9361666666667,0.540883170502188,0.486248732283978,1,2018-07-21 15:04:49,40.70066,-70.87851,24.661
"EN617",8,7,"b",200,">5",1.8682,0.5122,59.2,41.58,0.533833333333333,58.6661666666667,41.0461666666667,0.485499819880212,0.496418934015955,1,2018-07-21 15:04:49,40.70066,-70.87851,24.661
"EN617",8,7,"a",200,">20",1.8682,0.5122,27.46,20.25,0.533833333333333,26.9261666666667,19.7161666666667,0.198663660688781,0.272992412877385,1,2018-07-21 15:04:49,40.70066,-70.87851,24.661
"EN617",8,7,"b",200,">20",1.8682,0.5122,26.25,19.38,0.508,25.742,18.872,0.189295332722875,0.262166331749125,1,2018-07-21 15:04:49,40.70066,-70.87851,24.661
"EN617",8,7,"a",285,">0",1.8682,0.5122,270.8,173.3,0.6742,270.1258,172.6258,1.88526723772112,1.01270212927243,1,2018-07-21 15:04:49,40.70066,-70.87851,24.661
"EN617",8,7,"b",286,">0",1.8682,0.5122,281.7,185.1,0.6742,281.0258,184.4258,1.8613337752089,1.22390363721474,1,2018-07-21 15:04:49,40.70066,-70.87851,24.661
"EN617",8,7,"a",285,"<10",1.8682,0.5122,216.4,139.9,0.6432,215.7568,139.2568,1.47920967882734,0.858574942854627,1,2018-07-21 15:04:49,40.70066,-70.87851,24.661
"EN617",8,7,"b",285,"<10",1.8682,0.5122,220.9,140.9,0.6432,220.2568,140.2568,1.54688593864297,0.80768626268812,1,2018-07-21 15:04:49,40.70066,-70.87851,24.661
"EN617",8,10,"a",290,">0",1.8682,0.5122,281.6,181.2,0.6432,280.9568,180.5568,1.90787044173836,1.07098067356978,1,2018-07-21 15:08:08,40.70112,-70.87778,18.731
"EN617",8,10,"b",290,">0",1.8682,0.5122,287.5,183.6,0.6432,286.8568,182.9568,1.9743798694882,1.04406677850959,1,2018-07-21 15:08:08,40.70112,-70.87778,18.731
"EN617",8,13,"a",290,">0",1.8682,0.5122,122.1,73.8,0.6432,121.4568,73.1568,0.917830102947835,0.289120924498234,2,2018-07-21 15:10:36,40.70146,-70.87723,12.476
"EN617",8,13,"b",290,">0",1.8682,0.5122,98.76,60.88,0.6432,98.1168,60.2368,0.719822035189731,0.273973041277028,2,2018-07-21 15:10:36,40.70146,-70.87723,12.476
"EN617",8,16,"a",200,">5",1.8682,0.5122,6.136,3.988,0.533833333333333,5.60216666666667,3.45416666666667,0.0591857896199032,0.0234458250842634,1,2018-07-21 15:13:12,40.7019,-70.87668,2.269
"EN617",8,16,"b",200,">5",1.8682,0.5122,5.937,3.929,0.533833333333333,5.40316666666667,3.39516666666667,0.0553282428104124,0.0258919561347543,1,2018-07-21 15:13:12,40.7019,-70.87668,2.269
"EN617",8,16,"a",200,">20",1.8682,0.5122,1.736,1.768,0.508,1.228,1.26,-0.00088172498502649,0.0310238242450265,3,2018-07-21 15:13:12,40.7019,-70.87668,2.269
"EN617",8,16,"b",200,">20",1.8682,0.5122,1.293,1.137,0.508,0.785,0.629,0.00429840930200414,0.0107487180269959,1,2018-07-21 15:13:12,40.7019,-70.87668,2.269
"EN617",8,16,"a",290,">0",1.8682,0.5122,49.98,30.86,0.6432,49.3368,30.2168,0.363331502450571,0.135189452623084,1,2018-07-21 15:13:12,40.7019,-70.87668,2.269
"EN617",8,16,"b",290,">0",1.8682,0.5122,52.93,31.85,0.6432,52.2868,31.2068,0.400576781990484,0.114277330317654,1,2018-07-21 15:13:12,40.7019,-70.87668,2.269
"EN617",8,16,"a",290,"<10",1.8682,0.5122,44.53,26.66,0.6432,43.8868,26.0168,0.339578135397056,0.0896506374697024,1,2018-07-21 15:13:12,40.7019,-70.87668,2.269
"EN617",8,16,"b",290,"<10",1.8682,0.5122,47.63,29.01,0.6432,46.9868,28.3668,0.353830155629165,0.114169242996214,1,2018-07-21 15:13:12,40.7019,-70.87668,2.269
"EN617",9,1,"a",290,">0",1.8682,0.5122,32.75,24.54,0.674166666666667,32.0758333333333,23.8658333333333,0.156012114807489,0.23772971182412,1,2018-07-21 17:28:46,40.51833,-70.88108,72.122
"EN617",9,1,"b",290,">0",1.8682,0.5122,33.33,25.26,0.674166666666667,32.6558333333333,24.5858333333333,0.153351737697495,0.25226874874101,1,2018-07-21 17:28:46,40.51833,-70.88108,72.122
"EN617",9,3,"a",270,">0",1.8682,0.5122,27.25,20.62,0.674166666666667,26.5758333333333,19.9458333333333,0.135320292840871,0.218124321007894,1,2018-07-21 17:31:42,40.51916,-70.88112,46.613
"EN617",9,3,"b",290,">0",1.8682,0.5122,28.42,20.91,0.6432,27.7768,20.2668,0.142710229257521,0.191654246540273,1,2018-07-21 17:31:42,40.51916,-70.88112,46.613
"EN617",9,5,"a",200,">5",1.8682,0.5122,40.38,26.47,0.533833333333333,39.8461666666667,25.9361666666667,0.383274829428703,0.237177956357463,1,2018-07-21 17:33:28,40.51965,-70.88118,35.5
"EN617",9,5,"b",200,">5",1.8682,0.5122,42.21,27.31,0.533833333333333,41.6761666666667,26.7761666666667,0.41055319615296,0.229994322473206,1,2018-07-21 17:33:28,40.51965,-70.88118,35.5
"EN617",9,5,"a",200,">20",1.8682,0.5122,14.29,9.004,0.533833333333333,13.7561666666667,8.47016666666667,0.145649945964064,0.0569759305561031,1,2018-07-21 17:33:28,40.51965,-70.88118,35.5
"EN617",9,5,"b",200,">20",1.8682,0.5122,13.72,8.939,0.533833333333333,13.1861666666667,8.40516666666667,0.131735223544114,0.0693357034110524,1,2018-07-21 17:33:28,40.51965,-70.88118,35.5
"EN617",9,5,"a",290,">0",1.8682,0.5122,152.9,102,0.6432,152.2568,101.3568,0.967237106419147,0.704961430130371,1,2018-07-21 17:33:28,40.51965,-70.88118,35.5
"EN617",9,5,"b",290,">0",1.8682,0.5122,155.1,102.6,0.6742,154.4258,101.9258,0.997641416247646,0.683944561177043,1,2018-07-21 17:33:28,40.51965,-70.88118,35.5
"EN617",9,7,"a",200,">5",1.8682,0.5122,43.84,27.48,0.533833333333333,43.3061666666667,26.9461666666667,0.450781898594794,0.193832411201373,1,2018-07-21 17:35:45,40.5203,-70.88122,20.184
"EN617",9,7,"b",200,">5",1.8682,0.5122,49.72,31.09,0.533833333333333,49.1861666666667,30.5561666666667,0.513329264720111,0.217644551686056,1,2018-07-21 17:35:45,40.5203,-70.88122,20.184
"EN617",9,7,"a",200,">20",1.8682,0.5122,7.226,4.785,0.533833333333333,6.69216666666667,4.25116666666667,0.067259084014052,0.0344386045871146,1,2018-07-21 17:35:45,40.5203,-70.88122,20.184
"EN617",9,7,"b",200,">20",1.8682,0.5122,5.547,3.927,0.533833333333333,5.01316666666667,3.39316666666667,0.0446373273669661,0.0365350269762005,1,2018-07-21 17:35:45,40.5203,-70.88122,20.184
"EN617",9,7,"a",286,">0",1.8682,0.5122,255.3,159.6,0.6432,254.6568,158.9568,1.84399215618521,0.815177365211152,1,2018-07-21 17:35:45,40.5203,-70.88122,20.184
"EN617",9,7,"b",285,">0",1.8682,0.5122,263.4,167.6,0.6432,262.7568,166.9568,1.85239591152495,0.950404666437713,1,2018-07-21 17:35:45,40.5203,-70.88122,20.184
"EN617",9,7,"a",285,"<10",1.8682,0.5122,237.8,149.6,0.674166666666667,237.125833333333,148.925833333333,1.70544174735387,0.794662541541449,1,2018-07-21 17:35:45,40.5203,-70.88122,20.184
"EN617",9,7,"b",285,"<10",1.8682,0.5122,246.5,157.1,0.674166666666667,245.825833333333,156.425833333333,1.72864503643352,0.897366099830226,1,2018-07-21 17:35:45,40.5203,-70.88122,20.184
"EN617",9,9,"a",285,">0",1.8682,0.5122,201.3,125.6,0.6432,200.6568,124.9568,1.46374081944091,0.633981413258601,1,2018-07-21 17:37:33,40.52082,-70.88122,14.776
"EN617",9,9,"b",285,">0",1.8682,0.5122,199.5,124.1,0.674166666666667,198.825833333333,123.425833333333,1.457939997171,0.614081010671694,1,2018-07-21 17:37:33,40.52082,-70.88122,14.776
"EN617",9,11,"a",200,">5",1.8682,0.5122,18.54,11.54,0.533833333333333,18.0061666666667,11.0061666666667,0.192877340474545,0.0704154913816216,1,2018-07-21 17:39:41,40.52142,-70.88128,4.436
"EN617",9,11,"b",200,">5",1.8682,0.5122,16.17,9.985,0.533833333333333,15.6361666666667,9.45116666666667,0.170420907262152,0.055672746539015,1,2018-07-21 17:39:41,40.52142,-70.88128,4.436
"EN617",9,11,"a",200,">20",1.8682,0.5122,2.977,1.892,0.533833333333333,2.44316666666667,1.35816666666667,0.0298959877735545,0.00259448403461218,2,2018-07-21 17:39:41,40.52142,-70.88128,4.436
"EN617",9,11,"b",200,">20",1.8682,0.5122,3.858,2.865,0.533833333333333,3.32416666666667,2.33116666666667,0.0273610284416033,0.0284058422395634,1,2018-07-21 17:39:41,40.52142,-70.88128,4.436
