cruise,station,cast,niskin,replicate,filter_size,quality_flag
EN617,L8,14,1,a,>0,1
EN617,L8,14,1,b,>0,1
EN617,L8,14,3,a,>0,2
EN617,L8,14,3,b,>0,2
EN617,L8,14,5,a,>0,1
EN617,L8,14,5,b,>0,1
EN617,L8,14,7,a,>0,2
EN617,L8,14,7,b,>0,2
EN617,L8,14,10,a,>5,1
EN617,L8,14,10,b,>5,1
EN617,L8,14,10,a,>20,1
EN617,L8,14,10,b,>20,1
EN617,L8,14,10,a,>0,2
EN617,L8,14,10,b,>0,2
EN617,L8,14,10,a,<10,1
EN617,L8,14,10,b,<10,1
EN617,L8,14,13,a,>0,1
EN617,L8,14,13,b,>0,1
EN617,L8,14,15,a,>5,1
EN617,L8,14,15,b,>5,1
EN617,L8,14,15,a,>20,1
EN617,L8,14,15,b,>20,1
EN617,L8,14,15,a,>0,1
EN617,L8,14,15,b,>0,1
EN617,L8,14,15,a,<10,1
EN617,L8,14,15,b,<10,1
EN617,L8,14,17,a,>5,1
EN617,L8,14,17,b,>5,1
EN617,L8,14,17,a,>20,1
EN617,L8,14,17,b,>20,1
EN617,L8,14,17,a,>0,1
EN617,L8,14,17,b,>0,1
EN617,L8,14,17,a,<10,1
EN617,L8,14,17,b,<10,1
EN617,L9,17,1,a,>0,1
EN617,L9,17,1,b,>0,1
EN617,L9,17,3,a,>0,1
EN617,L9,17,3,b,>0,1
EN617,L9,17,5,a,>0,1
EN617,L9,17,5,b,>0,1
EN617,L9,17,7,a,>0,1
EN617,L9,17,7,b,>0,1
EN617,L9,17,10,a,>5,1
EN617,L9,17,10,b,>5,1
EN617,L9,17,10,a,>20,1
EN617,L9,17,10,b,>20,1
EN617,L9,17,10,a,>0,1
EN617,L9,17,10,b,>0,1
EN617,L9,17,13,a,>5,1
EN617,L9,17,13,b,>5,1
EN617,L9,17,13,a,>20,1
EN617,L9,17,13,b,>20,1
EN617,L9,17,13,a,>0,1
EN617,L9,17,13,b,>0,1
EN617,L9,17,15,a,>0,1
EN617,L9,17,15,b,>0,1
EN617,L9,17,17,a,>5,1
EN617,L9,17,17,b,>5,1
EN617,L9,17,17,a,>20,2
EN617,L9,17,17,b,>20,2
EN617,L9,17,17,a,>0,1
EN617,L9,17,17,b,>0,1
EN617,L9,17,17,a,<10,1
EN617,L9,17,17,b,<10,1
EN617,L10,18,1,a,>0,1
EN617,L10,18,1,b,>0,1
EN617,L10,18,3,a,>0,1
EN617,L10,18,3,b,>0,1
EN617,L10,18,5,a,>5,1
EN617,L10,18,5,b,>5,1
EN617,L10,18,5,a,>20,1
EN617,L10,18,5,b,>20,1
EN617,L10,18,5,a,>0,1
EN617,L10,18,5,b,>0,1
EN617,L10,18,5,a,<10,1
EN617,L10,18,5,b,<10,1
EN617,L10,18,8,a,>0,1
EN617,L10,18,8,b,>0,1
EN617,L10,18,9,a,>5,1
EN617,L10,18,9,b,>5,1
EN617,L10,18,9,a,>20,1
EN617,L10,18,9,b,>20,1
EN617,L10,18,9,a,>0,1
EN617,L10,18,9,b,>0,1
EN617,L10,18,9,a,<10,1
EN617,L10,18,9,b,<10,1
EN617,L10,18,12,a,>0,1
EN617,L10,18,12,b,>0,1
EN617,L10,18,13,a,>0,1
EN617,L10,18,13,b,>0,1
EN617,L10,18,16,a,>5,1
EN617,L10,18,16,b,>5,1
EN617,L10,18,16,a,>20,2
EN617,L10,18,16,b,>20,2
EN617,L10,18,16,a,>0,1
EN617,L10,18,16,b,>0,1
EN617,L10,18,16,a,<10,1
EN617,L10,18,16,b,<10,1
EN617,L11,21,4,a,>0,1
EN617,L11,21,4,b,>0,1
EN617,L11,21,5,a,>0,1
EN617,L11,21,5,b,>0,1
EN617,L11,21,7,a,>0,1
EN617,L11,21,7,b,>0,1
EN617,L11,21,8,a,>0,1
EN617,L11,21,8,b,>0,1
EN617,L11,21,9,a,>0,1
EN617,L11,21,9,b,>0,1
EN617,L11,21,11,a,>5,1
EN617,L11,21,11,b,>5,1
EN617,L11,21,11,a,>20,1
EN617,L11,21,11,b,>20,1
EN617,L11,21,11,a,>0,1
EN617,L11,21,11,b,>0,1
EN617,L11,21,16,a,>5,1
EN617,L11,21,16,b,>5,1
EN617,L11,21,16,a,>20,1
EN617,L11,21,16,b,>20,1
EN617,L11,21,16,a,>0,1
EN617,L11,21,16,b,>0,1
EN617,L11,21,20,a,>5,1
EN617,L11,21,20,b,>5,1
EN617,L11,21,20,a,>20,2
EN617,L11,21,20,b,>20,2
EN617,L11,21,20,a,>0,1
EN617,L11,21,20,b,>0,1
EN617,L11,21,20,a,<10,1
EN617,L11,21,20,b,<10,1
EN617,MVCO,35,2,a,>0,1
EN617,MVCO,35,2,b,>0,1
EN617,MVCO,35,4,a,>0,1
EN617,MVCO,35,4,b,>0,1
EN617,MVCO,35,8,a,>0,1
EN617,MVCO,35,8,b,>0,1
EN617,MVCO,35,8,a,<10,1
EN617,MVCO,35,8,b,<10,1
AR32,L1,1,1,a,>0,1
AR32,L1,1,3,a,>0,1
AR32,L1,1,3,b,>0,1
AR32,L1,1,5,a,>0,1
AR32,L1,1,5,b,>0,3
AR32,L1,1,5,a,<10,2
AR32,L1,1,5,b,<10,2
AR32,L3,2,1,a,>0,1
AR32,L3,2,1,b,>0,1
AR32,L3,2,3,a,>0,1
AR32,L3,2,3,b,>0,1
AR32,L3,2,5,a,>0,1
AR32,L3,2,5,b,>0,1
AR32,L3,2,5,a,<10,1
AR32,L3,2,5,b,<10,1
AR32,L5,3,1,a,>0,1
AR32,L5,3,1,b,>0,1
AR32,L5,3,3,a,>0,1
AR32,L5,3,3,b,>0,1
AR32,L5,3,5,a,>0,1
AR32,L5,3,5,b,>0,1
AR32,L5,3,5,a,<10,1
AR32,L5,3,5,b,<10,1
AR32,L6,4,1,a,>0,1
AR32,L6,4,1,b,>0,1
AR32,L6,4,3,a,>0,1
AR32,L6,4,3,b,>0,1
AR32,L6,4,5,a,>0,1
AR32,L6,4,5,b,>0,1
AR32,L6,4,7,a,>0,1
AR32,L6,4,7,b,>0,1
AR32,L6,4,9,a,>0,1
AR32,L6,4,9,b,>0,1
AR32,L6,4,11,a,>0,1
AR32,L6,4,11,b,>0,1
AR32,L6,4,11,a,<10,2
AR32,L6,4,11,b,<10,2
AR32,L7,5,1,a,>0,1
AR32,L7,5,1,b,>0,1
AR32,L7,5,3,a,>0,1
AR32,L7,5,3,b,>0,1
AR32,L7,5,5,a,>0,1
AR32,L7,5,5,b,>0,1
AR32,L7,5,7,a,>0,3
AR32,L7,5,7,b,>0,2
AR32,L7,5,9,a,>0,2
AR32,L7,5,9,b,>0,2
AR32,L7,5,11,a,>0,1
AR32,L7,5,11,b,>0,1
AR32,L7,5,11,a,<10,1
AR32,L7,5,11,b,<10,1
AR32,L10,6,1,a,>0,2
AR32,L10,6,1,b,>0,2
AR32,L10,6,3,a,>0,1
AR32,L10,6,3,b,>0,1
AR32,L10,6,5,a,>0,1
AR32,L10,6,5,b,>0,1
AR32,L10,6,7,a,>0,3
AR32,L10,6,7,b,>0,3
AR32,L10,6,9,a,>0,1
AR32,L10,6,9,b,>0,1
AR32,L10,6,11,a,>0,1
AR32,L10,6,11,b,>0,1
AR32,L10,6,11,c,>0,1
AR32,L10,6,11,d,>0,1
AR32,L11,7,1,a,>0,1
AR32,L11,7,1,b,>0,1
AR32,L11,7,3,a,>0,2
AR32,L11,7,3,b,>0,3
AR32,L11,7,5,a,>0,1
AR32,L11,7,5,b,>0,1
AR32,L11,7,7,a,>0,2
AR32,L11,7,7,b,>0,2
AR32,L11,7,9,a,>0,3
AR32,L11,7,9,b,>0,2
AR32,L11,7,11,a,>0,1
AR32,L11,7,11,b,>0,1
AR32,L11,7,11,a,<10,2
AR32,L11,7,11,b,<10,3
AR32,L9,9,1,a,>0,2
AR32,L9,9,1,b,>0,2
AR32,L9,9,3,a,>0,1
AR32,L9,9,3,b,>0,1
AR32,L9,9,5,a,>0,1
AR32,L9,9,5,b,>0,1
AR32,L9,9,5,a,<10,1
AR32,L9,9,5,b,<10,1
AR32,L4,11,1,a,>0,2
AR32,L4,11,1,b,>0,2
AR32,L4,11,3,a,>0,1
AR32,L4,11,3,b,>0,1
AR32,L4,11,5,a,>0,1
AR32,L4,11,5,b,>0,1
AR32,L4,11,5,a,<10,3
AR32,L4,11,5,b,<10,3
AR32,L2,12,1,a,>0,1
AR32,L2,12,1,b,>0,1
AR32,L2,12,3,a,>0,1
AR32,L2,12,3,b,>0,1
AR32,L2,12,5,a,>0,1
AR32,L2,12,5,b,>0,1
AR32,L2,12,5,a,<10,2
AR32,L2,12,5,b,<10,2
AR31A,L6,1,2,a,>0,1
AR31A,L6,1,2,b,>0,1
AR31A,L6,1,6,a,>0,1
AR31A,L6,1,6,b,>0,1
AR31A,L6,1,10,a,>0,1
AR31A,L6,1,10,b,>0,1
AR31A,L6,1,14,a,>0,1
AR31A,L6,1,14,b,>0,1
AR31A,L6,1,18,a,>0,1
AR31A,L6,1,18,b,>0,1
AR31A,L6,1,24,a,>0,1
AR31A,L6,1,24,b,>0,1
AR31A,L6,1,24,a,<10,2
AR31A,L6,1,24,b,<10,2
AR31A,L5,2,2,a,>0,1
AR31A,L5,2,2,b,>0,1
AR31A,L5,2,6,a,>0,1
AR31A,L5,2,6,b,>0,1
AR31A,L5,2,10,a,>0,1
AR31A,L5,2,10,b,>0,1
AR31A,L5,2,14,a,>0,1
AR31A,L5,2,14,b,>0,1
AR31A,L5,2,18,a,>0,1
AR31A,L5,2,18,b,>0,1
AR31A,L5,2,18,a,<10,2
AR31A,L5,2,18,b,<10,3
AR31A,L4,3,2,a,>0,2
AR31A,L4,3,2,b,>0,2
AR31A,L4,3,6,a,>0,1
AR31A,L4,3,6,b,>0,1
AR31A,L4,3,10,a,>0,1
AR31A,L4,3,10,b,>0,2
AR31A,L4,3,14,a,>0,1
AR31A,L4,3,14,b,>0,1
AR31A,L4,3,14,a,<10,2
AR31A,L4,3,14,b,<10,3
AR31A,L3,4,2,a,>0,1
AR31A,L3,4,2,b,>0,1
AR31A,L3,4,6,a,>0,1
AR31A,L3,4,6,b,>0,1
AR31A,L3,4,10,a,>0,1
AR31A,L3,4,10,b,>0,1
AR31A,L3,4,14,a,>0,1
AR31A,L3,4,14,b,>0,1
AR31A,L3,4,14,a,<10,2
AR31A,L3,4,14,b,<10,3
AR31A,L2,5,2,a,>0,1
AR31A,L2,5,2,b,>0,1
AR31A,L2,5,6,a,>0,1
AR31A,L2,5,6,b,>0,1
AR31A,L2,5,10,a,>0,1
AR31A,L2,5,10,b,>0,1
AR31A,L2,5,14,a,>0,1
AR31A,L2,5,14,b,>0,1
AR31A,L2,5,14,a,<10,2
AR31A,L2,5,14,b,<10,3
AR31A,L1,6,2,a,>0,1
AR31A,L1,6,2,b,>0,1
AR31A,L1,6,6,a,>0,1
AR31A,L1,6,6,b,>0,1
AR31A,L1,6,6,a,<10,1
AR31A,L1,6,6,b,<10,1
EN627,L1,3,1,a,>0,1
EN627,L1,3,1,b,>0,1
EN627,L1,3,3,a,>5,1
EN627,L1,3,3,b,>5,1
EN627,L1,3,3,a,>20,3
EN627,L1,3,3,b,>20,3
EN627,L1,3,3,a,>0,1
EN627,L1,3,3,b,>0,1
EN627,L1,3,3,a,<10,1
EN627,L1,3,3,b,<10,1
EN627,L1,3,5,a,>5,1
EN627,L1,3,5,b,>5,1
EN627,L1,3,5,a,>20,2
EN627,L1,3,5,b,>20,2
EN627,L1,3,5,a,>0,1
EN627,L1,3,5,b,>0,1
EN627,L1,3,5,a,<10,2
EN627,L1,3,5,b,<10,2
EN627,L1,3,7,a,>5,3
EN627,L1,3,7,b,>5,3
EN627,L1,3,7,a,>20,3
EN627,L1,3,7,b,>20,3
EN627,L1,3,7,a,>0,1
EN627,L1,3,7,b,>0,1
EN627,L1,3,7,a,<10,2
EN627,L1,3,7,b,<10,2
EN627,L2,7,2,a,>0,1
EN627,L2,7,2,b,>0,1
EN627,L2,7,4,a,>5,3
EN627,L2,7,4,b,>5,3
EN627,L2,7,4,a,>20,3
EN627,L2,7,4,b,>20,3
EN627,L2,7,4,a,>0,1
EN627,L2,7,4,b,>0,1
EN627,L2,7,4,a,<10,1
EN627,L2,7,4,b,<10,1
EN627,L2,7,7,a,>5,2
EN627,L2,7,7,b,>5,2
EN627,L2,7,7,a,>20,2
EN627,L2,7,7,b,>20,2
EN627,L2,7,7,a,>0,1
EN627,L2,7,7,b,>0,1
EN627,L2,7,7,a,<10,1
EN627,L2,7,7,b,<10,1
EN627,L2,7,10,a,>5,1
EN627,L2,7,10,b,>5,1
EN627,L2,7,10,a,>20,2
EN627,L2,7,10,b,>20,2
EN627,L2,7,10,a,>0,1
EN627,L2,7,10,b,>0,1
EN627,L2,7,10,a,<10,3
EN627,L2,7,10,b,<10,1
EN627,L3,8,1,a,>5,2
EN627,L3,8,1,b,>5,2
EN627,L3,8,1,a,>20,2
EN627,L3,8,1,b,>20,3
EN627,L3,8,1,a,>0,1
EN627,L3,8,1,b,>0,1
EN627,L3,8,4,a,>0,1
EN627,L3,8,4,b,>0,1
EN627,L3,8,5,a,>0,1
EN627,L3,8,5,b,>0,1
EN627,L3,8,6,a,>5,2
EN627,L3,8,6,b,>5,2
EN627,L3,8,6,a,>20,2
EN627,L3,8,6,b,>20,2
EN627,L3,8,6,a,>0,1
EN627,L3,8,6,b,>0,1
EN627,L3,8,8,a,>5,2
EN627,L3,8,8,b,>5,2
EN627,L3,8,8,a,>20,2
EN627,L3,8,8,b,>20,3
EN627,L3,8,8,a,>0,1
EN627,L3,8,8,b,>0,1
EN627,L3,8,8,a,<10,2
EN627,L3,8,8,b,<10,2
EN627,L4,12,2,a,>0,1
EN627,L4,12,2,b,>0,1
EN627,L4,12,4,a,>5,1
EN627,L4,12,4,b,>5,2
EN627,L4,12,4,a,>20,1
EN627,L4,12,4,b,>20,1
EN627,L4,12,4,a,>0,1
EN627,L4,12,4,b,>0,1
EN627,L4,12,4,a,<10,1
EN627,L4,12,4,b,<10,1
EN627,L4,12,6,a,>5,2
EN627,L4,12,6,b,>5,2
EN627,L4,12,6,a,>20,2
EN627,L4,12,6,b,>20,2
EN627,L4,12,6,a,>0,1
EN627,L4,12,6,b,>0,1
EN627,L4,12,8,a,>0,1
EN627,L4,12,8,b,>0,1
EN627,L4,12,8,a,<10,3
EN627,L4,12,8,b,<10,1
EN627,L4,12,10,a,>5,1
EN627,L4,12,10,b,>5,2
EN627,L4,12,10,a,>20,1
EN627,L4,12,10,b,>20,1
EN627,L4,12,10,a,>0,1
EN627,L4,12,10,b,>0,1
EN627,L4,12,10,a,<10,1
EN627,L4,12,10,b,<10,3
EN627,L5,13,2,a,>0,1
EN627,L5,13,2,b,>0,1
EN627,L5,13,4,a,>0,1
EN627,L5,13,4,b,>0,1
EN627,L5,13,6,a,>5,1
EN627,L5,13,6,b,>5,1
EN627,L5,13,6,a,>20,1
EN627,L5,13,6,b,>20,1
EN627,L5,13,6,a,>0,1
EN627,L5,13,6,b,>0,1
EN627,L5,13,7,a,>5,1
EN627,L5,13,7,b,>5,1
EN627,L5,13,7,a,>20,1
EN627,L5,13,7,b,>20,1
EN627,L5,13,7,a,>0,1
EN627,L5,13,7,b,>0,1
EN627,L5,13,10,a,>5,1
EN627,L5,13,10,b,>5,1
EN627,L5,13,10,a,>20,1
EN627,L5,13,10,b,>20,1
EN627,L5,13,10,a,>0,1
EN627,L5,13,10,b,>0,1
EN627,L5,13,10,a,<10,3
EN627,L5,13,10,b,<10,1
EN627,L6,16,2,a,>0,1
EN627,L6,16,2,b,>0,1
EN627,L6,16,3,a,>0,1
EN627,L6,16,3,b,>0,1
EN627,L6,16,4,a,>0,1
EN627,L6,16,4,b,>0,1
EN627,L6,16,6,a,>5,1
EN627,L6,16,6,b,>5,1
EN627,L6,16,6,a,>20,1
EN627,L6,16,6,b,>20,1
EN627,L6,16,6,a,>0,1
EN627,L6,16,6,b,>0,1
EN627,L6,16,6,a,<10,1
EN627,L6,16,6,b,<10,1
EN627,L6,16,9,a,>5,1
EN627,L6,16,9,b,>5,1
EN627,L6,16,9,a,>20,1
EN627,L6,16,9,b,>20,1
EN627,L6,16,9,a,>0,1
EN627,L6,16,9,b,>0,1
EN627,L6,16,9,a,<10,1
EN627,L6,16,9,b,<10,3
EN627,L6,16,11,a,>5,1
EN627,L6,16,11,b,>5,1
EN627,L6,16,11,a,>20,2
EN627,L6,16,11,b,>20,2
EN627,L6,16,11,a,>0,1
EN627,L6,16,11,b,>0,1
EN627,L6,16,11,a,<10,1
EN627,L6,16,11,b,<10,1
EN627,L7,17,2,a,>0,1
EN627,L7,17,2,b,>0,1
EN627,L7,17,5,a,>0,1
EN627,L7,17,5,b,>0,2
EN627,L7,17,7,a,>0,2
EN627,L7,17,7,b,>0,1
EN627,L7,17,8,a,>5,1
EN627,L7,17,8,b,>5,1
EN627,L7,17,8,a,>20,1
EN627,L7,17,8,b,>20,
EN627,L7,17,8,a,>0,1
EN627,L7,17,8,b,>0,1
EN627,L7,17,9,a,>5,2
EN627,L7,17,9,b,>5,2
EN627,L7,17,9,a,>20,2
EN627,L7,17,9,b,>20,2
EN627,L7,17,9,a,>0,2
EN627,L7,17,9,b,>0,2
EN627,L7,17,10,a,>5,2
EN627,L7,17,10,b,>5,2
EN627,L7,17,10,a,>20,2
EN627,L7,17,10,b,>20,2
EN627,L7,17,10,a,>0,2
EN627,L7,17,10,b,>0,2
EN627,L7,17,10,a,<10,2
EN627,L7,17,10,b,<10,2
EN627,L8,19,1,a,>0,1
EN627,L8,19,1,b,>0,1
EN627,L8,19,3,a,>0,1
EN627,L8,19,3,b,>0,1
EN627,L8,19,4,a,>0,1
EN627,L8,19,4,b,>0,1
EN627,L8,19,5,a,>5,2
EN627,L8,19,5,b,>5,2
EN627,L8,19,5,a,>20,2
EN627,L8,19,5,b,>20,2
EN627,L8,19,5,a,>0,1
EN627,L8,19,5,b,>0,1
EN627,L8,19,5,a,<10,2
EN627,L8,19,5,b,<10,2
EN627,L8,19,6,a,>0,1
EN627,L8,19,6,b,>0,1
EN627,L8,19,7,a,>5,1
EN627,L8,19,7,b,>5,2
EN627,L8,19,7,a,>20,1
EN627,L8,19,7,b,>20,1
EN627,L8,19,7,a,>0,1
EN627,L8,19,7,b,>0,1
EN627,L8,19,7,a,<10,1
EN627,L8,19,7,b,<10,1
EN627,L8,19,9,a,>5,1
EN627,L8,19,9,b,>5,1
EN627,L8,19,9,a,>20,1
EN627,L8,19,9,b,>20,1
EN627,L8,19,9,a,>0,1
EN627,L8,19,9,b,>0,1
EN627,L8,19,9,a,<10,1
EN627,L8,19,9,b,<10,1
EN627,L9,22,1,a,>0,1
EN627,L9,22,1,b,>0,1
EN627,L9,22,3,a,>0,1
EN627,L9,22,3,b,>0,1
EN627,L9,22,4,a,>0,1
EN627,L9,22,4,b,>0,1
EN627,L9,22,5,a,>0,1
EN627,L9,22,5,b,>0,1
EN627,L9,22,6,a,>5,2
EN627,L9,22,6,b,>5,2
EN627,L9,22,6,a,>20,2
EN627,L9,22,6,b,>20,2
EN627,L9,22,6,a,>0,1
EN627,L9,22,6,b,>0,1
EN627,L9,22,7,a,>5,2
EN627,L9,22,7,b,>5,1
EN627,L9,22,7,a,>20,1
EN627,L9,22,7,b,>20,1
EN627,L9,22,7,a,>0,2
EN627,L9,22,7,b,>0,2
EN627,L9,22,7,a,<10,2
EN627,L9,22,7,b,<10,2
EN627,L9,22,9,a,>0,1
EN627,L9,22,9,b,>0,1
EN627,L9,22,11,a,>5,1
EN627,L9,22,11,b,>5,1
EN627,L9,22,11,a,>20,1
EN627,L9,22,11,b,>20,1
EN627,L9,22,11,a,>0,1
EN627,L9,22,11,b,>0,2
EN627,L9,22,11,a,<10,2
EN627,L9,22,11,b,<10,2
EN627,L10,24,1,a,>0,1
EN627,L10,24,1,b,>0,1
EN627,L10,24,2,a,>0,1
EN627,L10,24,2,b,>0,1
EN627,L10,24,3,a,>0,2
EN627,L10,24,3,b,>0,2
EN627,L10,24,4,a,>0,2
EN627,L10,24,4,b,>0,2
EN627,L10,24,5,a,>0,2
EN627,L10,24,5,b,>0,2
EN627,L10,24,6,a,>5,2
EN627,L10,24,6,b,>5,2
EN627,L10,24,6,a,>20,1
EN627,L10,24,6,b,>20,1
EN627,L10,24,6,a,>0,2
EN627,L10,24,6,b,>0,2
EN627,L10,24,6,a,<10,3
EN627,L10,24,6,b,<10,1
EN627,L10,24,8,a,>5,3
EN627,L10,24,8,b,>5,2
EN627,L10,24,8,a,>20,1
EN627,L10,24,8,b,>20,1
EN627,L10,24,8,a,>0,1
EN627,L10,24,8,b,>0,1
EN627,L10,24,8,a,<10,3
EN627,L10,24,8,b,<10,1
EN627,L10,24,9,a,>5,1
EN627,L10,24,9,b,>5,1
EN627,L10,24,9,a,>20,1
EN627,L10,24,9,b,>20,1
EN627,L10,24,9,a,>0,1
EN627,L10,24,9,b,>0,1
EN627,L10,24,9,a,<10,1
EN627,L10,24,9,b,<10,1
EN627,L11,26,1,a,>0,3
EN627,L11,26,1,b,>0,2
EN627,L11,26,3,a,>0,1
EN627,L11,26,3,b,>0,1
EN627,L11,26,4,a,>0,2
EN627,L11,26,4,b,>0,2
EN627,L11,26,5,a,>0,2
EN627,L11,26,5,b,>0,2
EN627,L11,26,6,a,>5,3
EN627,L11,26,6,b,>5,3
EN627,L11,26,6,a,>20,2
EN627,L11,26,6,b,>20,2
EN627,L11,26,6,a,>0,1
EN627,L11,26,6,b,>0,1
EN627,L11,26,6,a,<10,3
EN627,L11,26,6,b,<10,3
EN627,L11,26,7,a,>5,1
EN627,L11,26,7,b,>5,2
EN627,L11,26,7,a,>20,2
EN627,L11,26,7,b,>20,3
EN627,L11,26,7,a,>0,2
EN627,L11,26,7,b,>0,2
EN627,L11,26,7,a,<10,3
EN627,L11,26,7,b,<10,1
EN627,L11,26,9,a,>0,1
EN627,L11,26,9,b,>0,1
EN627,L11,26,11,a,>5,1
EN627,L11,26,11,b,>5,1
EN627,L11,26,11,a,>20,2
EN627,L11,26,11,b,>20,3
EN627,L11,26,11,a,>0,1
EN627,L11,26,11,b,>0,1
EN627,L11,26,11,a,<10,3
EN627,L11,26,11,b,<10,1
EN627,u11c,29,1,a,>0,1
EN627,u11c,29,1,b,>0,1
EN627,u11c,29,2,a,>0,2
EN627,u11c,29,2,b,>0,2
EN627,u11c,29,3,a,>0,1
EN627,u11c,29,3,b,>0,1
EN627,u11c,29,5,a,>0,1
EN627,u11c,29,5,b,>0,1
EN627,u11c,29,6,a,>5,1
EN627,u11c,29,6,b,>5,1
EN627,u11c,29,6,a,>20,2
EN627,u11c,29,6,b,>20,2
EN627,u11c,29,6,a,>0,1
EN627,u11c,29,6,b,>0,1
EN627,u11c,29,6,a,<10,1
EN627,u11c,29,6,b,<10,1
EN627,u11c,29,8,a,>5,2
EN627,u11c,29,8,b,>5,2
EN627,u11c,29,8,a,>20,1
EN627,u11c,29,8,b,>20,1
EN627,u11c,29,8,a,>0,1
EN627,u11c,29,8,b,>0,1
EN627,u11c,29,8,a,<10,1
EN627,u11c,29,8,b,<10,1
EN627,u11c,29,9,a,>0,1
EN627,u11c,29,9,b,>0,1
EN627,u11c,29,10,a,>5,2
EN627,u11c,29,10,b,>5,2
EN627,u11c,29,10,a,>20,1
EN627,u11c,29,10,b,>20,1
EN627,u11c,29,10,a,>0,1
EN627,u11c,29,10,b,>0,1
EN627,u11c,29,10,a,<10,1
EN627,u11c,29,10,b,<10,1
EN627,MVCO,45,1,a,>5,2
EN627,MVCO,45,1,b,>5,2
EN627,MVCO,45,1,a,>20,2
EN627,MVCO,45,1,b,>20,2
EN627,MVCO,45,1,a,>0,2
EN627,MVCO,45,1,b,>0,2
EN627,MVCO,45,1,a,<10,2
EN627,MVCO,45,1,b,<10,2
EN627,MVCO,45,5,a,>5,1
EN627,MVCO,45,5,b,>5,1
EN627,MVCO,45,5,a,>20,3
EN627,MVCO,45,5,b,>20,2
EN627,MVCO,45,5,a,>0,1
EN627,MVCO,45,5,b,>0,1
EN627,MVCO,45,5,a,<10,2
EN627,MVCO,45,5,b,<10,2
EN627,MVCO,45,9,a,>5,1
EN627,MVCO,45,9,b,>5,1
EN627,MVCO,45,9,a,>20,1
EN627,MVCO,45,9,b,>20,1
EN627,MVCO,45,9,a,>0,1
EN627,MVCO,45,9,b,>0,1
EN627,MVCO,45,9,a,<10,2
EN627,MVCO,45,9,b,<10,2
AR28A,L10,1,5,a,>0,1
AR28A,L10,1,6,a,>0,1
AR28A,L10,1,7,a,>0,
AR28A,L10,1,8,a,>0,1
AR28A,L8,2,3,a,>0,1
AR28A,L8,2,4,a,>0,1
AR28A,L8,2,5,a,>0,1
AR28A,L8,2,6,a,>0,1
AR28A,L8,2,7,a,>0,1
AR28A,L8,2,8,a,>0,1
AR28A,L6,3,1,a,>0,1
AR28A,L6,3,3,a,>0,1
AR28A,L6,3,5,a,>0,1
AR28A,L6,3,7,a,>0,1
AR28B,L1,1,2,a,>0,1
AR28B,L1,1,2,b,>0,1
AR28B,L1,1,5,a,>0,1
AR28B,L1,1,5,b,>0,1
AR28B,L1,1,8,a,>0,1
AR28B,L1,1,8,b,>0,1
AR28B,L1,1,8,a,<10,2
AR28B,L1,1,8,b,<10,3
AR28B,L2,2,1,a,>0,1
AR28B,L2,2,1,b,>0,1
AR28B,L2,2,5,a,>0,1
AR28B,L2,2,5,b,>0,1
AR28B,L2,2,7,a,>0,1
AR28B,L2,2,7,b,>0,1
AR28B,L2,2,11,a,>0,1
AR28B,L2,2,11,b,>0,1
AR28B,L2,2,11,a,<10,2
AR28B,L2,2,11,b,<10,3
AR28B,L3,3,2,a,>0,1
AR28B,L3,3,2,b,>0,1
AR28B,L3,3,4,a,>0,1
AR28B,L3,3,4,b,>0,1
AR28B,L3,3,6,a,>0,1
AR28B,L3,3,6,b,>0,1
AR28B,L3,3,7,a,>0,1
AR28B,L3,3,7,b,>0,1
AR28B,L3,3,9,a,>0,1
AR28B,L3,3,9,b,>0,1
AR28B,L3,3,9,a,<10,3
AR28B,L3,3,9,b,<10,1
AR28B,L4,4,2,a,>0,1
AR28B,L4,4,2,b,>0,1
AR28B,L4,4,3,a,>0,1
AR28B,L4,4,3,b,>0,1
AR28B,L4,4,6,a,>0,1
AR28B,L4,4,6,b,>0,1
AR28B,L4,4,7,a,>0,1
AR28B,L4,4,7,b,>0,1
AR28B,L4,4,10,a,>0,1
AR28B,L4,4,10,b,>0,1
AR28B,L4,4,10,a,<10,2
AR28B,L4,4,10,b,<10,3
AR28B,L5,5,2,a,>0,1
AR28B,L5,5,2,b,>0,1
AR28B,L5,5,3,a,>0,1
AR28B,L5,5,3,b,>0,1
AR28B,L5,5,5,a,>0,1
